RB,,lig,,jug,,pn,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
581,0.02697223239,581,0.005572634749,581,0.002913326956,581,0.002473471221,
580,0.03134503961,580,0.005602736492,580,0.002925002249,580,0.002443845849,
579,0.0365642719,579,0.005578638986,579,0.002910668962,579,0.002380566439,
578,0.04281239584,578,0.00567760691,578,0.002984555438,578,0.00241172337,
577,0.0501158312,577,0.005734286271,577,0.002921457868,577,0.002392878057,
576,0.05867353454,576,0.005826599896,576,0.002986979438,576,0.002462276956,
575,0.06880465895,575,0.005935176276,575,0.003005746286,575,0.002502083313,
574,0.08041612804,574,0.005932578351,574,0.002980124438,574,0.002389572328,
573,0.09419115633,573,0.006026666146,573,0.00300512067,573,0.002493673936,
572,0.1099774092,572,0.006123819388,572,0.003024070989,572,0.002482635202,
571,0.1281837076,571,0.006203401368,571,0.003092866857,571,0.002569130156,
570,0.1491779387,570,0.006333320867,570,0.003060201183,570,0.002550512087,
569,0.1720221788,569,0.006110614166,569,0.002843126655,569,0.002317374572,
568,0.1993926466,568,0.006220311858,568,0.0028352316,568,0.002303087385,
567,0.2297701985,567,0.006425367668,567,0.002930813702,567,0.00238655298,
566,0.2634044588,566,0.006537667941,566,0.00300110667,566,0.002457304625,
565,0.3005520403,565,0.006707881112,565,0.002997222822,565,0.002504921285,
564,0.341098398,564,0.006891495548,564,0.003026964376,564,0.002566994866,
563,0.3843058944,563,0.0069898949,563,0.00312311016,563,0.00263629132,
562,0.430591315,562,0.007258956786,562,0.003205690533,562,0.002695258008,
561,0.4792020023,561,0.007484649774,561,0.003314604983,561,0.00282764947,
560,0.5289209485,560,0.00769227976,560,0.003416397842,560,0.002891384996,
559,0.5794948936,559,0.007927240804,559,0.003455587197,559,0.003000898054,
558,0.6289697289,558,0.008142598905,558,0.003554177005,558,0.003099853871,
557,0.6770808697,557,0.008313626982,557,0.003613503184,557,0.003132340033,
556,0.7221469879,556,0.00849876646,556,0.003698239569,556,0.003257562406,
555,0.763356626,555,0.008747264743,555,0.003832791466,555,0.003330099164,
554,0.7989854217,554,0.008846745826,554,0.003867683001,554,0.003350863699,
553,0.8285142779,553,0.009028835222,553,0.003878443502,553,0.003404709511,
552,0.8513785005,552,0.009176391177,552,0.004003176,552,0.003491361858,
551,0.8669459224,551,0.009331879206,551,0.004109624773,551,0.003602697048,
550,0.8746833801,550,0.009279303253,550,0.004067554139,550,0.003524373285,
549,0.8750926256,549,0.009354731068,549,0.004022770561,549,0.003541910788,
548,0.8684136868,548,0.009372399189,548,0.004120705184,548,0.003551958594,
547,0.8553119302,547,0.009268699214,547,0.004060864914,547,0.003469103482,
546,0.836381197,546,0.009302469902,546,0.004035729449,546,0.003464746056,
545,0.8125929236,545,0.009274754673,545,0.004042888526,545,0.003430225886,
544,0.7850700617,544,0.009229060262,544,0.004082553089,544,0.003368811449,
543,0.7543597221,543,0.009186173789,543,0.004042862449,543,0.003394012805,
542,0.7218936086,542,0.009120821021,542,0.004026245326,542,0.00335295056,
541,0.6878035069,541,0.008952618577,541,0.003972008824,541,0.003225040622,
540,0.6531360149,540,0.008863337338,540,0.003903073724,540,0.003151034936,
539,0.6187251806,539,0.008788628504,539,0.003928567283,539,0.003143786453,
538,0.5848050714,538,0.008672153577,538,0.003921383992,538,0.003096829634,
537,0.5522485375,537,0.008675164543,537,0.003886070102,537,0.003089112695,
536,0.5209785104,536,0.008659927174,536,0.003914226778,536,0.003045107471,
535,0.4913946092,535,0.008580553345,535,0.003894088557,535,0.002965059597,
534,0.4636589587,534,0.008488022722,534,0.003874264657,534,0.002962687984,
533,0.437895,533,0.008467090316,533,0.003817540361,533,0.002874030033,
532,0.414367944,532,0.008397596888,532,0.003856191412,532,0.002891723765,
531,0.3926430047,531,0.008330963552,531,0.003868127009,531,0.002820328111,
530,0.3732334077,530,0.008395537734,530,0.0039311531,530,0.00283434568,
529,0.3559320867,529,0.008369781077,529,0.003922742326,529,0.002780492418,
528,0.3406319916,528,0.008313125931,528,0.003923943732,528,0.002777991351,
527,0.3275177777,527,0.008367854171,527,0.003965791781,527,0.002757488983,
526,0.3162936568,526,0.008305553347,526,0.003939773422,526,0.002685985295,
525,0.3070009947,525,0.008350279182,525,0.00401822431,525,0.002710573841,
524,0.2995599806,524,0.008336610161,524,0.004045658279,524,0.002725473605,
523,0.29371503,523,0.008396726102,523,0.004085505847,523,0.002677311888,
522,0.2894816399,522,0.008467380889,522,0.004174515605,522,0.002688094974,
521,0.2865863442,521,0.008487072773,521,0.004217668436,521,0.002754388843,
520,0.2849026918,520,0.008550297469,520,0.004279359709,520,0.002685307991,
519,0.2840711474,519,0.008607934229,519,0.004361559171,519,0.002747199032,
518,0.2839594781,518,0.008626549505,518,0.004422852304,518,0.002675280208,
517,0.2843541503,517,0.008716759272,517,0.004499455448,517,0.002681297017,
516,0.2847715616,516,0.008763429709,516,0.004537643865,516,0.002739514224,
515,0.2851303518,515,0.008855702356,515,0.00470150169,515,0.002744880505,
