10uMRB_20uMFFA_1mMISOP;RB1;10uMPN_20uMFFA_1mMISOP;PN1;20uMFFA_1mMISOP;BLANK1;10µMRB_20µMFFA_isop;RB2;10µMPN_20µMFFA_isop-no2;PN2;10µMRB_20µMFFA_1mMisop_no3;RB3;10µMPN_20µMFFA_1mMisop_no3;PN3;30uMJUG_20uMFFA_1mMisop;JUG1;30uM_JUG_20uM_FFA_1mMisop_no2;JUG2;20uM_FFA_1mMisop;BLANK2;30uMJUG_20uMFFA_1mMisop;JUG3;40mgprL_LIG_20uMFFA_1mMisop;LIG2;40mgCprL_LIG_27082024;LIG3;30uMPN_20uMFFA_1mMisop_no1;PN5;30uMPN_20uMFFA_1mMisop_no2;PN6;10uMPN_20uMFFA_1mMisop_no1;PN4
Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs;Wavelength (nm);Abs
767.9955444;0.002074477961;767.9955444;0.001702487585;768.0026245;-0.000465180492;768.0026245;0.005501662381;768.0026245;-0.0004767648352;768.0143433;-0.0001452995202;768.0143433;-0.0001160054162;767.9985962;-0.0005079479306;768.0003052;0.002001682296;768.0003052;-0.0002621974563;767.9985962;-0.0005079479306;767.9985962;0.001710102079;767.992981;0.002086000517;768.0153809;0.0006110019167;768.0153809;0.0002054019569;768.0105591;2.622327702E-005
767.0158691;0.0008764507947;767.0158691;0.002123379381;766.9879761;-0.0007054923335;766.9879761;0.005541617051;766.9879761;-0.001192377764;766.9996338;-0.0004830740218;766.9996338;-0.0006956198486;766.9838257;-0.0001093803294;766.9854736;0.002219351474;766.9854736;-0.0008493676432;766.9838257;-0.0001093803294;766.9838257;0.002377911704;767.0130005;0.002045113826;767.0004883;0.0003211823932;767.0004883;0.0006121943588;766.9958496;0.0002360665239
766.0007324;0.001851968234;766.0007324;0.001881449367;766.0079346;-0.0003103653726;766.0079346;0.0056332862;766.0079346;-0.0004721621517;765.984436;-0.0001327747159;765.984436;-0.0004299601133;766.0036621;-0.0007535077748;766.005188;0.001430793782;766.005188;-0.001045104116;766.0036621;-0.0007535077748;766.0036621;0.001916444628;765.9976196;0.001685310039;765.9852905;0.0005508401664;765.9852905;0.0004510641738;766.015686;-0.0002728041727
764.9852295;3.857180491E-005;764.9852295;0.001848432701;764.9924927;-0.0003821158316;764.9924927;0.0058524427;764.9924927;-0.0008388266433;765.0039063;-0.0001599975803;765.0039063;-0.0008840373484;764.9881592;-0.0001001153869;764.989624;0.00199502497;764.989624;-0.0007114880718;764.9881592;-0.0001001153869;764.9881592;0.00185160432;765.0169067;0.001957787201;765.0046997;0.00046212913;765.0046997;0.0003689799632;765.0001221;-2.645465429E-005
764.0044556;0.0009770250181;764.0044556;0.002606185852;764.0117188;-0.0002075558587;764.0117188;0.00579792494;764.0117188;-0.0003656665212;763.9879761;-0.0002861010144;763.9879761;5.925702499E-005;764.0072632;-0.0003733222547;764.008606;0.002032812219;764.008606;-0.0005175661645;764.0072632;-0.0003733222547;764.0072632;0.001820461475;764.0007324;0.001460168394;763.9887085;0.0001015625312;763.9887085;-0.000178110713;763.9841919;0.0001506047847
762.9881592;0.0005763709778;762.9881592;0.001571269822;762.9955444;-0.0001639307739;762.9955444;0.004810372833;762.9955444;-0.001033844776;763.0067749;-0.0003064852499;763.0067749;-0.0003909609513;762.9909668;8.123776934E-005;762.9923096;0.001782536856;762.9923096;-0.0006238177884;762.9909668;8.123776934E-005;762.9909668;0.0019848831;762.9842529;0.002120075747;763.0074463;0.0003411557118;763.0074463;-0.0001509407302;763.0029907;-0.0004575781059
762.0066528;0.001389163663;762.0066528;0.001293712528;762.0139771;-0.0005970892962;762.0139771;0.005467372946;762.0139771;-0.00102036423;761.9900513;-0.0005194277037;761.9900513;-0.001005282043;762.0093994;-0.0001536319323;762.0105591;0.002313366858;762.0105591;-0.0004500272917;762.0093994;-0.0001536319323;762.0093994;0.001847132924;762.0023804;0.001994244987;761.9906616;5.539632639E-006;761.9906616;0.0002152951784;761.9862671;-0.0008096826496
760.9896851;0.00110733672;760.9896851;0.002100931015;760.9971313;1.988087934E-005;760.9971313;0.005356161855;760.9971313;-0.001174926525;761.0081177;-0.0003760638065;761.0081177;-0.0006991863484;760.9923706;-0.0006473395624;760.9934082;0.001684686402;760.9934082;-0.0004925376852;760.9923706;-0.0006473395624;760.9923706;0.001834264956;760.9851074;0.001425417722;761.0085449;-0.0003410431091;761.0085449;-1.615254405E-005;761.0043335;-9.654393216E-005
760.0073242;0.0008143330924;760.0073242;0.00200519315;760.0148315;-9.255835903E-005;760.0148315;0.005484700669;760.0148315;-0.001249321969;759.9906616;0.0001154926576;759.9906616;-7.899678894E-005;760.0100708;0.0004914901219;760.0109863;0.00181638042;760.0109863;-0.0007553683245;760.0100708;0.0004914901219;760.0100708;0.003039268078;760.0025024;0.001001153956;759.9910889;0.0003967801167;759.9910889;0.0001558614895;759.9868774;0.0001789088856
758.989563;0.0007802045438;758.989563;0.002216177061;758.9971924;-0.0006605215603;758.9971924;0.005551449023;758.9971924;-0.001249734894;759.0079346;-0.0005813202588;759.0079346;-0.0007678234833;758.9922485;0.0001551364257;758.993042;0.00175108714;758.993042;-0.0005528828478;758.9922485;0.0001551364257;758.9922485;0.00273701339;758.9844971;0.001737390412;759.0082397;0.000493485597;759.0082397;0.0008578015841;759.0041504;-0.0004437176103
758.0065308;0.001012154971;758.0065308;0.002075700555;758.0142212;-0.000364890584;758.0142212;0.005811671726;758.0142212;-0.0004339943116;757.9896851;-0.0007565052947;757.9896851;-0.001039422816;758.0092163;-5.694875654E-006;758.0098877;0.001772763906;758.0098877;-0.0003856849216;758.0092163;-5.694875654E-006;758.0092163;0.002074270044;758.0012207;0.001855035895;757.9899902;0.0004737644631;757.9899902;0.0003818823316;757.9859009;-0.0001973615435
756.9880371;0.001432585879;756.9880371;0.001811649418;756.9957275;-0.0005817855708;756.9957275;0.005564768799;756.9957275;-0.0005594494869;757.0062866;-0.0002748219995;757.0062866;-0.0009454130195;756.9906006;-0.000499053509;756.991272;0.002086390741;756.991272;-1.087197052E-005;756.9906006;-0.000499053509;756.9906006;0.001860053279;757.0175171;0.002251199447;757.0064697;0.0001169426614;757.0064697;6.246733392E-005;757.0025024;-0.000325678644
756.0042114;0.001559449127;756.0042114;0.00172993145;756.0120239;-0.0008978320984;756.0120239;0.005476705264;756.0120239;-0.001099020708;755.9873657;-9.478407446E-005;755.9873657;-0.0003258338547;756.0068359;-0.0002900848049;756.0073853;0.001501156017;756.0073853;-0.0009353393107;756.0068359;-0.0002900848049;756.0068359;0.002002644585;755.9983521;0.001461233362;755.9874878;0.0004839229514;755.9874878;0.0004716135736;755.9835815;0.0003023497993
754.9849854;0.001000479329;754.9849854;0.002242716728;754.9928589;-0.0001803877385;754.9928589;0.005654396955;754.9928589;-0.0008391883457;755.0031128;-0.0005825093831;755.0031128;-0.0005934702349;754.9876099;-0.0005324584781;754.9879761;0.002275763312;754.9879761;-0.0001996902138;754.9876099;-0.0005324584781;754.9876099;0.001985637238;755.0140381;0.0019286389;755.0031738;0.000878007093;755.0031738;0.0007993691252;754.9993286;-0.0004171849287
754.0005493;0.0007224566652;754.0005493;0.001647189376;754.0084229;-0.0004472862056;754.0084229;0.006140727084;754.0084229;-0.0005247021327;753.9834595;0.0002962364815;753.9834595;-0.0003831503564;754.0029907;5.708231038E-005;754.0032959;0.001432014513;754.0032959;-0.000872773875;754.0029907;5.708231038E-005;754.0029907;0.002256325446;753.9940186;0.001699525048;753.9833984;0.000720693497;753.9833984;0.0002860823879;754.0148315;-0.0002078145917
753.015686;0.001574751106;753.015686;0.002510102466;752.9884644;-0.0005363883101;752.9884644;0.005683586933;752.9884644;-0.0007807950606;752.9985352;0.0002162793389;752.9985352;-0.000536595122;752.9829712;5.928291284E-005;752.9832153;0.001693573897;752.9832153;-0.0009118331363;752.9829712;5.928291284E-005;752.9829712;0.002601915039;753.0089111;0.001419937937;752.9984131;0.000394474162;752.9984131;0.0005371811567;752.994751;-0.0003019842261
751.9953613;0.0009937594878;751.9953613;0.001396928448;752.0032959;-5.896423318E-005;752.0032959;0.005811750423;752.0032959;-0.00041170232;752.0132446;-0.0001050843202;752.0132446;-0.0006382411812;751.9977417;-4.027670002E-005;751.9978027;0.0008109875489;751.9978027;-0.001584794954;751.9977417;-4.027670002E-005;751.9977417;0.002759599127;751.9882202;0.001909398474;752.0131226;0.0005416132044;752.0131226;0.0003142139758;752.0094604;0.0004398958699
751.0097656;0.0002483433054;751.0097656;0.001135936822;750.982605;-0.0005460059037;750.982605;0.005345888436;750.982605;-0.001367471414;750.9924316;-3.463404573E-005;750.9924316;7.277155237E-005;751.012146;-0.0002042440319;751.012085;0.002032214077;751.012085;-0.0005890238681;751.012146;-0.0002042440319;751.012146;0.001941327704;751.0024414;0.001790828537;750.9921875;0.000335896766;750.9921875;-9.90284243E-005;750.9886475;-0.00018525224
749.9886475;0.001281535951;749.9886475;0.00150868902;749.9967041;-0.0007144342526;749.9967041;0.005167143885;749.9967041;-0.001300838892;750.0064697;3.934685083E-006;750.0064697;-0.000346164481;749.9909058;-0.0002360158833;749.9908447;0.001123920432;749.9908447;-0.001032760134;749.9909058;-0.0002360158833;749.9909058;0.001924946788;750.0162354;0.001876093796;750.0061646;3.530989488E-005;750.0061646;0.0001040999559;750.0026855;-0.0001983965049
749.0023193;0.0006414877716;749.0023193;0.001553448034;749.0105591;0.0001046178004;749.0105591;0.005455524661;749.0105591;-0.0009777505184;748.9849243;-4.871466081E-005;748.9849243;-0.0002202337346;749.0046387;0.000133177833;749.0043945;0.001356262364;749.0043945;-0.0005298213218;749.0046387;0.000133177833;749.0046387;0.002527130302;748.9945068;0.001144164242;748.9844971;0.0002179886651;748.9844971;-0.0001495951292;749.0164185;5.371670704E-005
