Wave   ;Sample   ;Dark     ;Reference;Absolute Irradiance  ;Photon Counts
 723,49; 1604,412;    9,001;    0,000;72,61844; 4,39110
 724,24; 1594,456;    8,001;    0,000;72,31566; 4,37734
 724,99; 1586,500;   11,001;    0,000;71,81061; 4,35128
 725,75; 1603,544;    6,001;    0,000;72,78291; 4,41477
 726,50; 1603,588;    9,001;    0,000;72,85362; 4,42364
 727,25; 1641,633;    9,001;    0,000;74,77044; 4,54473
 728,00; 1709,677;    9,001;    0,000;77,86335; 4,73762
 728,75; 1753,721;    7,001;    0,000;79,96498; 4,87051
 729,51; 1791,765;   10,001;    0,000;81,76364; 4,98521
 730,26; 1807,809;    8,001;    0,000;82,84137; 5,05612
 731,01; 1840,853;   11,001;    0,000;84,32903; 5,15222
 731,76; 1893,897;   11,001;    0,000;86,70977; 5,30312
 732,51; 1935,941;   10,001;    0,000;88,79452; 5,43620
 733,26; 1992,985;   11,001;    0,000;91,67542; 5,61833
 734,02; 1996,030;   10,000;    0,000;92,09947; 5,65010
 734,77; 1929,074;   11,000;    0,000;88,94072; 5,46191
 735,52; 1817,118;   10,000;    0,000;83,80938; 5,15205
 736,27; 1685,162;   11,000;    0,000;77,79645; 4,78730
 737,02; 1606,206;    9,000;    0,000;74,51130; 4,58982
 737,77; 1576,250;   11,000;    0,000;73,08946; 4,50683
 738,52; 1576,294;   11,000;    0,000;73,08698; 4,51126
 739,27; 1576,338;   12,000;    0,000;73,18428; 4,52186
 740,03; 1624,382;   11,000;    0,000;75,82678; 4,68989
 740,78; 1688,427;   13,000;    0,000;79,00860; 4,89165
 741,53; 1724,471;    7,000;    0,000;80,95859; 5,01746
 742,28; 1768,515;   12,000;    0,000;82,85920; 5,14045
 743,03; 1742,559;    9,000;    0,000;82,04016; 5,09479
 743,78; 1706,603;   11,000;    0,000;80,60631; 5,01080
 744,53; 1664,647;    9,000;    0,000;78,76072; 4,90101
 745,28; 1618,691;   12,000;    0,000;76,41551; 4,75987
 746,03; 1560,735;   10,000;    0,000;73,76579; 4,59945
 746,78; 1533,779;   10,000;    0,000;72,78162; 4,54265
 747,53; 1502,824;    8,000;    0,000;71,60146; 4,47348
 748,28; 1484,868;   10,000;    0,000;70,67884; 4,42027
 749,03; 1513,912;    9,000;    0,000;72,12488; 4,51523
 749,78; 1536,956;    8,000;    0,000;73,46629; 4,60381
 750,53; 1544,000;    7,000;    0,000;74,12693; 4,64986
 751,28; 1542,000;    7,000;    0,000;74,21960; 4,66032
 752,03; 1548,000;   10,000;    0,000;74,31507; 4,67097
 752,78; 1531,000;    8,000;    0,000;73,61835; 4,63180
 753,53; 1535,000;    7,000;    0,000;74,12788; 4,66850
 754,28; 1515,000;    9,000;    0,000;73,38812; 4,62651
 755,03; 1507,000;   10,000;    0,000;73,06480; 4,61071
 755,78; 1523,000;   11,000;    0,000;73,76183; 4,65931
 756,53; 1511,000;    9,000;    0,000;73,33478; 4,63693
 757,28; 1513,000;   10,000;    0,000;73,73720; 4,66700
 758,03; 1508,000;    8,000;    0,000;73,94006; 4,68447
 758,78; 1543,000;    7,000;    0,000;75,89644; 4,81317
 759,53; 1574,000;    9,000;    0,000;77,32011; 4,90830
 760,28; 1610,000;    6,000;    0,000;79,34748; 5,04197
 761,03; 1655,000;    7,000;    0,000;81,88671; 5,20844
 761,78; 1687,000;    5,000;    0,000;83,99995; 5,34812
 762,53; 1789,000;    7,000;    0,000;89,05603; 5,67560
 763,28; 2137,000;    8,000;    0,000;106,28239; 6,78011
 764,02; 2800,000;    6,000;    0,000;139,72558; 8,92231
 764,77; 3193,000;   10,000;    0,000;160,01474;10,22791
 765,52; 3040,000;   10,000;    0,000;153,03471; 9,79133
 766,27; 2682,000;    8,000;    0,000;134,88664; 8,63864
 767,02; 2268,000;    8,000;    0,000;113,84575; 7,29823
 767,77; 1945,000;    7,000;    0,000;97,88051; 6,28088
 768,52; 1748,000;    8,000;    0,000;88,31121; 5,67236
 769,27; 1594,000;    6,000;    0,000;80,91256; 5,20219
 770,01; 1519,000;    7,000;    0,000;77,08158; 4,96071
 770,76; 1461,000;    9,000;    0,000;74,00675; 4,76745
 771,51; 1432,000;    8,000;    0,000;72,77404; 4,69259
 772,26; 1381,000;    6,000;    0,000;70,69065; 4,56267
 773,01; 1320,000;    9,000;    0,000;67,67474; 4,37225
 773,76; 1310,000;    8,000;    0,000;67,19375; 4,34537
 774,50; 1276,000;    6,000;    0,000;65,51284; 4,24077
 775,25; 1247,000;    8,000;    0,000;64,12403; 4,15488
 776,00; 1212,000;    7,000;    0,000;62,75452; 4,07006
 776,75; 1191,000;    6,000;    0,000;61,96322; 4,02262
 777,50; 1176,000;   12,000;    0,000;60,84756; 3,95399
 778,24; 1171,000;   11,000;    0,000;60,60587; 3,94207
 778,99; 1145,000;   10,000;    0,000;59,54120; 3,87654
 779,74; 1141,000;    6,000;    0,000;59,92401; 3,90521
 780,49; 1133,000;   10,000;    0,000;59,53797; 3,88378
 781,24; 1132,000;    8,000;    0,000;59,55823; 3,88882
 781,98; 1163,000;   10,000;    0,000;61,00653; 3,98720
 782,73; 1159,000;   10,000;    0,000;61,00854; 3,99114
 783,48; 1162,000;    9,000;    0,000;61,67165; 4,03837
 784,23; 1166,000;   11,000;    0,000;62,11726; 4,07143
 784,97; 1140,000;   11,000;    0,000;60,66292; 3,97990
 785,72; 1146,000;   13,000;    0,000;60,75962; 3,99004
 786,47; 1134,000;   10,000;    0,000;60,34405; 3,96651
 787,21; 1152,000;   10,000;    0,000;61,67279; 4,05771
 787,96; 1213,000;    9,000;    0,000;65,51326; 4,31448
 788,71; 1357,000;   10,000;    0,000;73,52849; 4,84692
 789,46; 1504,000;   11,000;    0,000;81,28169; 5,36308
 790,20; 1524,000;    8,000;    0,000;82,45534; 5,44567
 790,95; 1476,000;   14,000;    0,000;79,91057; 5,28259
 791,70; 1384,000;    9,000;    0,000;75,78432; 5,01455
 792,44; 1284,000;   11,000;    0,000;70,61388; 4,67683
 793,19; 1219,000;   11,000;    0,000;66,93030; 4,43704
 793,94; 1165,000;   11,000;    0,000;63,80123; 4,23359
 794,68; 1164,000;    9,000;    0,000;64,06882; 4,25534
 795,43; 1172,000;    9,000;    0,000;64,98620; 4,32032
 796,18; 1230,000;   11,000;    0,000;68,55798; 4,56205
 796,92; 1314,000;   10,000;    0,000;73,31510; 4,88318
 797,67; 1425,000;    9,000;    0,000;79,10328; 5,27364
 798,41; 1460,000;    8,000;    0,000;80,48088; 5,37050
 799,16; 1450,000;    8,000;    0,000;79,81345; 5,33094
 799,91; 1419,000;   13,000;    0,000;77,98846; 5,21391
