RB,,lig,,jug,,pn,,
620,-0.003229712602,620,-0.002376547782,620,-0.002939219819,620,-0.004779130686,
619,-0.003297488438,619,-0.002401879989,619,-0.002997683594,619,-0.004835350439,
618,-0.003278580261,618,-0.002349721035,618,-0.002993621631,618,-0.004838473629,
617,-0.003266196698,617,-0.002323098714,617,-0.002967912704,617,-0.004804425407,
616,-0.00327431527,616,-0.002386124805,616,-0.002997632138,616,-0.004843286239,
615,-0.003310333472,615,-0.002377320314,615,-0.003025395796,615,-0.004863815848,
614,-0.003361760639,614,-0.002379688667,614,-0.003029971616,614,-0.004880300723,
613,-0.003290449269,613,-0.002318206476,613,-0.003033107612,613,-0.004855368752,
612,-0.003231151495,612,-0.002308628056,612,-0.002995781135,612,-0.004864071961,
611,-0.003287315136,611,-0.002319596941,611,-0.003053209046,611,-0.004918131046,
610,-0.003259259975,610,-0.002308628056,610,-0.003069557017,610,-0.004874618258,
609,-0.003249445232,609,-0.002301469911,609,-0.003055933863,609,-0.004924990237,
608,-0.003193328157,608,-0.002295701997,608,-0.003075057408,608,-0.004945669789,
607,-0.003110732185,607,-0.00224729022,607,-0.003031565342,607,-0.004893098492,
606,-0.003077165224,606,-0.002225503093,606,-0.003045806196,606,-0.00489361072,
605,-0.002995935502,605,-0.002208865946,605,-0.003003801918,605,-0.004898576066,
604,-0.00304524065,604,-0.002298791893,604,-0.003069557017,604,-0.005014815833,
603,-0.002954800613,603,-0.0021871801,603,-0.003086366691,603,-0.004924324807,
602,-0.002743872348,602,-0.002156632487,602,-0.002992541995,602,-0.004933640826,
601,-0.002600417705,601,-0.002089347923,601,-0.002996089635,601,-0.004917670041,
600,-0.00250180345,600,-0.002053280128,600,-0.00296256505,600,-0.004897347651,
599,-0.002310481854,599,-0.002015302423,599,-0.002886816859,599,-0.004860180896,
598,-0.002114387695,598,-0.00199582288,598,-0.002863261849,598,-0.00487379916,
597,-0.001949284691,597,-0.001962272683,597,-0.002853952581,597,-0.004835401662,
596,-0.00166448392,596,-0.00201313803,596,-0.002840477042,596,-0.004868065007,
595,-0.001315652742,595,-0.001947738463,595,-0.002825766569,595,-0.004852501675,
594,-0.0009646815015,594,-0.00194088358,594,-0.002836722182,594,-0.004870112985,
593,-0.0005164802424,593,-0.001876349328,593,-0.002780500334,593,-0.004900419153,
592,4.01509933E-5,592,-0.001858873991,592,-0.002739756601,592,-0.004864839837,
591,0.0007041252102,591,-0.001908617676,591,-0.002810489619,591,-0.004952733405,
590,0.001449415693,590,-0.001881813514,590,-0.002728386782,590,-0.004879839718,
589,0.002343165455,589,-0.001790409093,589,-0.002725248691,589,-0.004876716994,
588,0.003485229798,588,-0.001771641197,588,-0.002648018068,588,-0.004842671566,
587,0.004729057197,587,-0.001774992677,587,-0.002610143973,587,-0.004872160498,
586,0.006328724325,586,-0.001723480411,586,-0.002606747439,586,-0.004840930924,
585,0.008233183064,585,-0.001707288087,585,-0.002535518026,585,-0.004878099076,
584,0.01035300083,584,-0.00169511768,584,-0.002538091503,584,-0.004920946434,
583,0.01302577555,583,-0.001663555508,583,-0.002439463278,583,-0.004922481719,
582,0.01618601941,582,-0.001635859371,582,-0.002416089876,582,-0.004866682924,
581,0.01986064017,581,-0.001673612394,581,-0.002422062214,581,-0.004919257015,
580,0.02436638623,580,-0.001623377553,580,-0.002239976544,580,-0.004844719544,
579,0.02951855212,579,-0.001575561357,579,-0.002182028955,579,-0.004863969516,
578,0.03561061993,578,-0.001585517079,578,-0.002168480773,578,-0.004957032856,
577,0.04291145131,577,-0.00155492709,577,-0.002128864639,577,-0.004985029809,
576,0.05152077228,576,-0.001585259102,576,-0.002070850693,576,-0.004937070422,
575,0.06169676408,575,-0.001530886977,575,-0.00190408167,575,-0.004930825438,
574,0.07351340353,574,-0.001453650184,574,-0.001770506846,574,-0.004899395164,
573,0.08726348728,573,-0.001509167138,573,-0.001781283063,573,-0.005007139407,
572,0.1033587307,572,-0.001479655271,572,-0.001654478372,572,-0.004975970369,
571,0.1219885945,571,-0.00138728891,571,-0.001490799827,571,-0.004959489685,
570,0.1435693949,570,-0.001353227068,570,-0.001395287924,570,-0.00502315769,
569,0.1682354808,569,-0.00130496826,569,-0.0008817123598,569,-0.004878815729,
568,0.1966631114,568,-0.001313588116,568,-0.0007806400536,568,-0.004933640826,
567,0.2284857482,567,-0.001308891107,567,-0.0006639849744,567,-0.004949355032,
566,0.2639263868,566,-0.00120306504,566,-0.0004526649136,566,-0.004961127415,
565,0.30385378,565,-0.001129746088,565,-0.0002881187829,565,-0.004928522278,
564,0.3470427096,564,-0.001169350231,564,-0.000162999233,564,-0.004906203598,
563,0.393989712,563,-0.001180089661,563,8.231815627E-6,563,-0.004938861821,
562,0.4439713061,562,-0.001042676624,562,0.0002336060279,562,-0.004914854653,
561,0.4968525171,561,-0.001070565544,561,0.0003453266399,561,-0.005017988849,
560,0.5519546866,560,-0.001031572232,560,0.0005139074638,560,-0.004981037695,
559,0.6079713106,559,-0.001069119549,559,0.0007057068287,559,-0.005003249738,
558,0.6633760929,558,-0.000996914343,558,0.0009149188991,558,-0.005016607232,
557,0.7179541588,557,-0.001003939076,557,0.001029020525,557,-0.005050587468,
556,0.7694445848,556,-0.0009441215079,556,0.001233222429,556,-0.005045061,
555,0.8170962334,555,-0.000888584007,555,0.001392695471,555,-0.00503109023,
554,0.8590102196,554,-0.0009280550876,554,0.001480479958,554,-0.005044907331,
553,0.8943086863,553,-0.0008450272726,553,0.001616373076,553,-0.005062766839,
552,0.9223985076,552,-0.0007919576019,552,0.001673122519,552,-0.005035184324,
551,0.9422035217,551,-0.0007737150299,551,0.001756987069,551,-0.00500442693,
550,0.9534971714,550,-0.0007437914028,550,0.001802629558,550,-0.005083593074,
549,0.9565731883,549,-0.000731283857,549,0.00171576743,549,-0.005068651401,
548,0.951412499,548,-0.0006345190341,548,0.001767877373,548,-0.005073461682,
547,0.9386617541,547,-0.000626040739,547,0.001637549372,547,-0.005052583292,
546,0.9192870259,546,-0.0006386547466,546,0.001560852048,546,-0.005153689533,
545,0.8942461014,545,-0.0006861089496,545,0.001389501267,545,-0.005160647444,
544,0.8644068837,544,-0.0005581568112,544,0.001346135279,544,-0.005091524217,
543,0.8312157393,543,-0.0005883517442,543,0.001171443029,543,-0.005153178237,
542,0.7952028513,542,-0.0005268221721,542,0.0009953679983,542,-0.005182901863,
541,0.7578213811,541,-0.0004943993408,541,0.0008620034205,541,-0.005201369524,
540,0.7194780111,540,-0.0004811605904,540,0.0006656238693,540,-0.005219375715,
539,0.680731535,539,-0.0004890211276,539,0.0006232893211,539,-0.005177683663,
538,0.6428350806,538,-0.0004487343249,538,0.0004233123909,538,-0.005260807928,
537,0.6062059999,537,-0.0004124264524,537,0.0002264059149,537,-0.005267355125,
536,0.5712617636,536,-0.0002939651022,536,0.0001767076756,536,-0.005247867201,
535,0.5379622579,535,-0.0003268167784,535,1.716273619E-5,535,-0.005248276517,
534,0.5067790151,534,-0.0002108676708,534,-3.820600978E-5,534,-0.005184436683,
533,0.4774890244,533,-0.000274770282,533,-0.0002314106678,533,-0.005320596509,
532,0.450987339,532,-0.000209315258,532,-0.0002931373019,532,-0.005298860837,
531,0.4265532494,531,-0.0001744363835,531,-0.0003318865784,531,-0.005311902612,
530,0.4045852423,530,-0.0001109848527,530,-0.0004329599033,530,-0.005343967583,
529,0.3849107623,529,-0.0001205601075,529,-0.0004924859386,529,-0.005348314531,
528,0.3675828278,528,-5.906776278E-5,528,-0.0005250640679,528,-0.005432224367,
527,0.3525337577,527,5.46487172E-5,527,-0.0005773908342,527,-0.005403795745,
526,0.3397009671,526,-2.117420627E-5,526,-0.0005716517335,526,-0.005394694395,
525,0.3290005028,525,9.858495469E-5,525,-0.0005966756726,525,-0.005387280136,
524,0.3203735054,524,8.431878086E-5,524,-0.000583284942,524,-0.005449096207,
523,0.3136220276,523,0.0001870923006,523,-0.0005756329047,523,-0.005461724475,
522,0.308701396,522,0.0001864448714,522,-0.0005964688607,522,-0.005420668982,
521,0.3053024411,521,0.0002631847165,521,-0.000535509258,521,-0.005444290582,
520,0.3032939732,520,0.0002960810671,520,-0.0005051555345,520,-0.005422662944,
519,0.3023583889,519,0.0003708712757,519,-0.0005127570475,519,-0.005505280569,
518,0.3022702634,518,0.0003649383434,518,-0.0004728861677,518,-0.00549505651,
517,0.3027356267,517,0.0004749305954,517,-0.0003884264152,517,-0.005470108707,
516,0.3033409715,516,0.0004693072406,516,-0.0004462518264,516,-0.005562888924,
515,0.3039754927,515,0.0005422093091,515,-0.0003488027432,515,-0.005563246552,
514,0.3041666448,514,0.0006078653387,514,-0.0002774089517,514,-0.005563859828,
513,0.3036174178,513,0.0006409433554,513,-0.0002232349798,513,-0.005532475654,
512,0.3022301495,512,0.0007050067652,512,-0.0001483012747,512,-0.005574388895,
511,0.2996693254,511,0.0007319727447,511,-9.638864867E-5,511,-0.005619364791,
510,0.2957615554,510,0.0008375710458,510,-2.272728489E-5,510,-0.005624373443,
509,0.2905291915,509,0.000882105378,509,3.624050578E-6,509,-0.005628001876,
508,0.2838743925,508,0.0009308207664,508,0.0001417229068,508,-0.00559258461,
507,0.2759138942,507,0.0009541168693,507,0.0001897079201,507,-0.005597030744,
506,0.2667680979,506,0.00100050529,506,0.0002051688643,506,-0.005650845356,
505,0.2566431463,505,0.001027697232,505,0.0002680801554,505,-0.005675527267,
504,0.2457123101,504,0.001202824875,504,0.0004038016777,504,-0.005622686818,
503,0.2341290563,503,0.001201163512,503,0.000394888717,503,-0.005704602227,
502,0.222318992,502,0.00130199478,502,0.0005671434337,502,-0.005638478324,
501,0.2103409618,501,0.0013499005,501,0.0006422395818,501,-0.005673534237,
500,0.1984074265,500,0.00139266951,500,0.0007426558877,500,-0.005738988519,
499,0.1866396666,499,0.001463882625,499,0.0008103391738,499,-0.005673125386,
498,0.1753073335,498,0.0015088449,498,0.0009820841951,498,-0.00573771121,
497,0.1643564403,497,0.001564177335,497,0.001124050235,497,-0.00574711198,
496,0.1540898681,496,0.001649865764,496,0.00126074045,496,-0.005747061223,
495,0.1443342119,495,0.001651216997,495,0.001368103432,495,-0.005815518089,
494,0.1353262514,494,0.001758364611,494,0.001562410733,494,-0.005772810429,
493,0.1269481629,493,0.001885531121,493,0.001786149922,493,-0.005787370261,
492,0.1192002073,492,0.001880409429,492,0.00195118261,492,-0.005826603156,
491,0.1120999828,491,0.001933735213,491,0.002108682413,491,-0.005851326045,
490,0.1057842374,490,0.002090890659,490,0.002357688267,490,-0.005759782623,
489,0.09987449646,489,0.002110061003,489,0.002514190041,489,-0.005867568776,
488,0.09465762973,488,0.002192292828,488,0.002793049905,488,-0.005807293579,
487,0.08989696205,487,0.002295696642,487,0.002964903135,487,-0.005836002063,
486,0.08573397994,486,0.002351545962,486,0.00320908078,486,-0.005831507035,
485,0.08187103271,485,0.002430569613,485,0.00341984164,485,-0.005876353942,
484,0.07852833718,484,0.002490549814,484,0.003638222814,484,-0.005836410448,
483,0.07545569539,483,0.002644573105,483,0.003913913388,483,-0.005905619822,
482,0.07270466536,482,0.002708516084,482,0.004219027702,482,-0.005862103309,
481,0.07008430362,481,0.002760302508,481,0.004412967246,481,-0.005925588775,
480,0.06772898138,480,0.002861209679,480,0.004720238037,480,-0.005855514668,
479,0.06553414464,479,0.002962140599,479,0.004951423034,479,-0.005798558239,
478,0.06327648461,478,0.003010307904,478,0.005170104094,478,-0.00585224526,
477,0.06117415056,477,0.003149131546,477,0.005490494426,477,-0.005736995954,
476,0.05892131478,476,0.003211166942,476,0.005746955518,476,-0.005729332101,
475,0.05688189715,475,0.003326212522,475,0.00601742696,475,-0.005684674252,
474,0.05464033037,474,0.003456448438,474,0.006322079338,474,-0.00568135269,
473,0.0524376072,473,0.003548278706,473,0.00662124157,473,-0.005551030394,
472,0.05021706223,472,0.003605777165,472,0.006956750527,472,-0.005478032865,
471,0.04799002782,471,0.003729412798,471,0.007276645862,471,-0.005401904229,
470,0.04573357105,470,0.003773356788,470,0.007581234444,470,-0.005250885151,
469,0.04348397255,469,0.003937657457,469,0.007967920043,469,-0.005079346243,
468,0.04131366313,468,0.004040119238,468,0.008308904245,468,-0.004846408963,
467,0.03913975134,467,0.004142526537,467,0.008682162501,467,-0.004609863739,
466,0.03713380918,466,0.004268615507,466,0.008994054981,466,-0.004363502841,
465,0.03516195714,465,0.00438472582,465,0.009346690029,465,-0.003967741504,
464,0.03329313919,464,0.004465009551,464,0.009753085673,464,-0.003611565568,
463,0.03158909082,463,0.004627584014,463,0.01010988839,463,-0.003138385946,
462,0.02999753132,462,0.004734343383,462,0.01048544049,462,-0.002671584953,
461,0.02844464406,461,0.004804038908,461,0.01072775573,461,-0.002096303739,
460,0.02712392062,460,0.004931262694,460,0.01111743972,460,-0.001411801437,
459,0.02593781613,459,0.005111402832,459,0.01156654116,459,-0.000609290495,
458,0.02475847863,458,0.005165677052,458,0.01182712242,458,0.0002162016463,
