RB,,RB2,,Lig,,Jug,,PN,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
507,0.2551990151,507,0.2573805153,507,0.03101309389,507,0.00660762703,507,0.009438849054,
506,0.2468612641,506,0.2490377873,506,0.03101737425,506,0.006622713525,506,0.009407553822,
505,0.2377878129,505,0.239975214,505,0.03107654117,505,0.006828800775,505,0.009435303509,
504,0.2279226184,504,0.2300951481,504,0.03111883812,504,0.006994761527,504,0.009470515884,
503,0.2176272124,503,0.2198013663,503,0.03112590127,503,0.007074897643,503,0.009487475269,
502,0.2070050389,502,0.2091831416,502,0.03123437054,502,0.007258061785,502,0.009527428076,
501,0.1963710189,501,0.1986288726,501,0.03122858517,501,0.007499951404,501,0.009570745751,
500,0.185674265,500,0.1879351139,500,0.03123976663,500,0.007618009113,500,0.009581118822,
499,0.1752445847,499,0.17757155,499,0.03129003569,499,0.007753834128,499,0.009575006552,
498,0.1653039753,498,0.1676188558,498,0.03135908768,498,0.007995077409,498,0.009614490904,
497,0.1555733383,497,0.157990247,497,0.03142230958,497,0.008182348683,497,0.009678435512,
496,0.1464401335,496,0.1488870531,496,0.03146449849,496,0.008452599868,496,0.009682882577,
495,0.1378438473,495,0.1403077841,495,0.03155671433,495,0.0085947318,495,0.009751020931,
494,0.1297704279,494,0.1323175132,494,0.03156486899,494,0.008861355484,494,0.009742072783,
493,0.1223664731,493,0.1248818934,493,0.03169948608,493,0.009036235511,493,0.009783796966,
492,0.1155137122,492,0.1181491837,492,0.03177052736,492,0.009356079623,492,0.0097640194,
491,0.1093074754,491,0.1118602902,491,0.03186077252,491,0.009568390436,491,0.009851500392,
490,0.1036562771,490,0.1063428894,490,0.03194301203,490,0.009836751036,490,0.009912541136,
489,0.09855227172,489,0.1012605727,489,0.03209856153,489,0.01008522138,489,0.009941726923,
488,0.0938898325,488,0.09653437138,488,0.03216677159,488,0.01032301877,488,0.009929464199,
487,0.08966883272,487,0.09244928509,487,0.03229563311,487,0.01061455254,487,0.009994727559,
486,0.08589076996,486,0.08869542181,486,0.03242994472,486,0.01086025685,486,0.01003385242,
485,0.08264346421,485,0.08539517224,485,0.03250559792,485,0.01107938495,485,0.01008927543,
484,0.07964362949,484,0.08243976533,484,0.03262264282,484,0.01137171965,484,0.01008728798,
483,0.07696654648,483,0.07983507216,483,0.03280197084,483,0.01168055087,483,0.01022341009,
482,0.07441720366,482,0.07730335742,482,0.03293588385,482,0.01196464244,482,0.01020032726,
481,0.07214030623,481,0.07499978691,481,0.03299338371,481,0.01224239636,481,0.01023963001,
480,0.07005123794,480,0.07288314402,480,0.03317180648,480,0.01249091607,480,0.01029476151,
479,0.06803975254,479,0.07091648877,479,0.03327581286,479,0.01272307709,479,0.01040416863,
478,0.06607411802,478,0.06896758825,478,0.03346094862,478,0.01309534721,478,0.01045298297,
477,0.06415503472,477,0.06707835943,477,0.03357545659,477,0.01337492,477,0.01050989144,
476,0.06225941703,476,0.06518172473,476,0.03369032964,476,0.01374596078,476,0.01056320034,
475,0.06032688543,475,0.06325866282,475,0.03387180716,475,0.01404394582,475,0.01068302244,
474,0.05842000246,474,0.06141176075,474,0.03404487669,474,0.01439374965,474,0.01078119688,
473,0.05643139035,473,0.05940433219,473,0.03415539488,473,0.01472677756,473,0.01087132469,
472,0.05445057899,472,0.05742232502,472,0.03427834809,472,0.01506166812,472,0.01104977727,
471,0.05242110789,471,0.05547785759,471,0.03446264938,471,0.01540164556,471,0.0111059146,
470,0.05045035109,470,0.05349180847,470,0.03460901603,470,0.01576373726,470,0.01132710651,
469,0.04846762866,469,0.05153496936,469,0.03477334976,469,0.01614571922,469,0.011569147,
468,0.0465708524,468,0.0496863611,468,0.03489305824,468,0.01655656658,468,0.01173379086,
467,0.04464281723,467,0.04775354639,467,0.03506964818,467,0.01689580455,467,0.01193500124,
466,0.04290899634,466,0.04601497203,466,0.03530075401,466,0.01728285104,466,0.0122695826,
465,0.0411336869,465,0.04430419579,465,0.03539687395,465,0.01765045151,465,0.01261977199,
464,0.03949631378,464,0.04272912815,464,0.0355970487,464,0.01807692088,464,0.01294946764,
463,0.03802365065,463,0.04123705998,463,0.03582067415,463,0.01848276705,463,0.01335372496,
462,0.03658105433,462,0.03986170515,462,0.03593752161,462,0.0189035926,462,0.01380950119,
461,0.03528856859,461,0.03854008391,461,0.03609802946,461,0.0191922877,461,0.01432597637,
460,0.03414153308,460,0.03740006685,460,0.03632711992,460,0.01964594796,460,0.01501217205,
459,0.03300020099,459,0.03632281348,459,0.03645761684,459,0.01994914934,459,0.0155753158,
458,0.03212721646,458,0.03549161181,458,0.03669055924,458,0.02040297911,458,0.01641852595,
457,0.03122619353,457,0.03460133448,457,0.0368360132,457,0.02075946517,457,0.01719808765,
456,0.03045332432,456,0.03387225419,456,0.03707589954,456,0.02102774195,456,0.0180866085,
455,0.02978220582,455,0.03320961073,455,0.03724773973,455,0.0213932246,455,0.01911640354,
454,0.02912845276,454,0.03264273703,454,0.03742681816,454,0.02160105668,454,0.02015943639,
453,0.02859206311,453,0.03213794902,453,0.03765045479,453,0.02197865024,453,0.02133405767,
452,0.02815166861,452,0.03168130293,452,0.03781538084,452,0.02223740891,452,0.02261370234,
451,0.02778531238,451,0.03139362112,451,0.03804854304,451,0.02258324437,451,0.02397981845,
450,0.02734931745,450,0.03097139113,450,0.03823210672,450,0.0228242483,450,0.02536363527,
449,0.02704344131,449,0.03069095872,449,0.03845992312,449,0.02306896076,449,0.02686878853,
448,0.02679449692,448,0.03050214052,448,0.03873613477,448,0.02338065393,448,0.02849011123,
447,0.02653465979,447,0.03020955063,447,0.03893751651,447,0.02360228449,447,0.030138487,
446,0.02633308992,446,0.03006793372,446,0.03916538879,446,0.02390705794,446,0.03186024353,
445,0.02615173906,445,0.02997484244,445,0.03941169381,445,0.02422622405,445,0.03367743269,
444,0.02591069601,444,0.02974938229,444,0.03959226236,444,0.02437774837,444,0.03546003997,
443,0.02582151257,443,0.02966769598,443,0.03991025686,443,0.02464774996,443,0.03737524152,
442,0.0256285388,442,0.02953282185,442,0.04011524841,442,0.02494311333,442,0.039210435,
441,0.02544130571,441,0.02938981913,441,0.04035987705,441,0.02516162209,441,0.04106829688,
440,0.02536344342,440,0.02929823101,440,0.04068892449,440,0.02545480989,440,0.04300341383,
439,0.02518639155,439,0.02914841287,439,0.04081522301,439,0.02561739087,439,0.04494770989,
438,0.02493486181,438,0.02899720706,438,0.04098394141,438,0.0258171726,438,0.04669091851,
437,0.02485492453,437,0.02894343995,437,0.04134543613,437,0.02611665986,437,0.04862640798,
436,0.02479320019,436,0.02889690176,436,0.04165708274,436,0.02639962733,436,0.05057015643,
435,0.0245982185,435,0.02883396484,435,0.04194041342,435,0.0266788993,435,0.05242557451,
434,0.02450779825,434,0.02867648005,434,0.04217574373,434,0.02685198933,434,0.05430010334,
433,0.02437580377,433,0.02862471715,433,0.04250508919,433,0.02711416595,433,0.05614286661,
432,0.02422636002,432,0.02857843414,432,0.04280462489,432,0.02729743719,432,0.05792384967,
431,0.02409292012,431,0.02844511345,431,0.04305471852,431,0.02746454068,431,0.05965713412,
430,0.02398769557,430,0.02830492891,430,0.0433803238,430,0.02752810903,430,0.06143359095,
429,0.02378068864,429,0.02827536687,429,0.04370345548,429,0.02772264555,429,0.06327148527,
428,0.02362051606,428,0.02812951803,428,0.04394470155,428,0.02785643376,428,0.06512590498,
427,0.02341054007,427,0.02797618136,427,0.04427295178,427,0.02787633426,427,0.06682267785,
426,0.02317595482,426,0.02785472199,426,0.0445692949,426,0.02797013521,426,0.06873235852,
425,0.02303434908,425,0.02772374824,425,0.04489747435,425,0.02801331691,425,0.07062586397,
424,0.0227969382,424,0.02749487571,424,0.04531183094,424,0.02803311311,424,0.07251854241,
423,0.02258733287,423,0.02736359835,423,0.04559171945,423,0.02803913318,423,0.07441661507,
422,0.02243029885,422,0.02724652551,422,0.04600731656,422,0.02804506943,422,0.07639323175,
421,0.0221188236,421,0.02697383054,421,0.04638880119,421,0.02800867707,421,0.07829602063,
420,0.02182145417,420,0.02675336413,420,0.04667068273,420,0.02802875079,420,0.08024572581,
419,0.02146711387,419,0.02647310868,419,0.04696010053,419,0.0278639961,419,0.08205717057,
418,0.02117318101,418,0.02616925165,418,0.04737207294,418,0.02783871442,418,0.08396589756,
417,0.02097041532,417,0.0261012651,417,0.04784500971,417,0.02785071917,417,0.08596232533,
416,0.02063943632,416,0.02579401433,416,0.0481599085,416,0.02777747437,416,0.08770512044,
415,0.02034760639,415,0.02559215762,415,0.04857678339,415,0.0277853664,415,0.08947567642,
414,0.01998124085,414,0.02530307323,414,0.04896285385,414,0.02767162956,414,0.09105231613,
413,0.01962547377,413,0.02496820129,413,0.04921269044,413,0.02752595767,413,0.0925482586,
412,0.01941796206,412,0.02478338964,412,0.04975291714,412,0.02761797234,412,0.09413244575,
411,0.01914599724,411,0.02459290437,411,0.05025681481,411,0.0275369063,411,0.0953502059,
410,0.01888701878,410,0.02441435866,410,0.05068964511,410,0.02747529559,410,0.09657297283,
409,0.0184535943,409,0.02398772351,409,0.05101037025,409,0.02727692761,409,0.09755397588,
408,0.01828595251,408,0.02386269718,408,0.05151643232,408,0.02721582353,408,0.09858904034,
407,0.01795633696,407,0.02356926911,407,0.05194208398,407,0.02702528797,407,0.09934778512,
406,0.0177231133,406,0.02343370765,406,0.05238129944,406,0.02694168687,406,0.09999668598,
405,0.01743067801,405,0.02316017449,405,0.05285755917,405,0.02676718496,405,0.1006349772,
404,0.01717231609,404,0.02300031111,404,0.05332304537,404,0.02658735774,404,0.10124439,
403,0.01708730496,403,0.02277042158,403,0.05387600139,403,0.02644067258,403,0.1018085554,
402,0.0167694129,402,0.02269412763,402,0.05436560884,402,0.02621838637,402,0.1021407694,
401,0.01653889939,401,0.02249324322,401,0.05493290722,401,0.02596002072,401,0.1026365235,
400,0.0163247399,400,0.02226849832,400,0.05536351353,400,0.02564594895,400,0.1029455811,
399,0.01614759862,399,0.02217913419,399,0.05598641187,399,0.02557205781,399,0.1033638567,
398,0.01601323299,398,0.02202641405,398,0.05657963082,398,0.02524658106,398,0.1037229002,
397,0.01576744206,397,0.02186560631,397,0.05702149495,397,0.02488088422,397,0.1038234904,
396,0.01571620256,396,0.02174527198,396,0.05768775195,396,0.02478094958,396,0.1043226123,
395,0.0155920051,395,0.02179548703,395,0.05827948079,395,0.02444217913,395,0.1045733988,
394,0.01552184392,394,0.02178598754,394,0.05892472342,394,0.0242658034,394,0.104897283,
393,0.01551046968,393,0.02172437124,393,0.05956237763,393,0.0239558816,393,0.1050482616,
392,0.01532958448,392,0.02160826698,392,0.0601382032,392,0.02364355698,392,0.105210565,
391,0.01536857709,391,0.02168910392,391,0.06084300205,391,0.02342466451,391,0.1053974479,
390,0.01535117254,390,0.0218232777,390,0.06148109585,390,0.02314163558,390,0.1054659858,
389,0.01545711327,389,0.02181062102,389,0.06217869744,389,0.0229346212,389,0.1056735516,
388,0.01552522462,388,0.02193426713,388,0.06292155385,388,0.0227419436,388,0.1057951674,
387,0.01571534388,387,0.02218700759,387,0.06374017894,387,0.02260394022,387,0.1060159355,
386,0.01584231481,386,0.02244360186,386,0.06444133073,386,0.02226604521,386,0.1062955037,
385,0.01601342112,385,0.02266625501,385,0.06525816023,385,0.02203722484,385,0.1063409075,
384,0.01615469158,384,0.02297604829,384,0.06596960872,384,0.02179222181,384,0.1066422239,
383,0.01643054187,383,0.02324037254,383,0.06688243151,383,0.02163922787,383,0.1071051434,
382,0.01675690338,382,0.02358350903,382,0.06763544679,382,0.02127576619,382,0.1074757874,
381,0.01714177802,381,0.02393927984,381,0.06852738559,381,0.02106336318,381,0.1080811769,
380,0.01759637333,380,0.02436701581,380,0.06954855472,380,0.02082952484,380,0.1086140424,
379,0.01805522479,379,0.02500124089,379,0.07047585398,379,0.02076288499,379,0.1094617918,
378,0.0184518937,378,0.02538350411,378,0.07128676772,378,0.02023886703,378,0.1100535467,
377,0.01903336495,377,0.02610593848,377,0.07243885845,377,0.02015705034,377,0.1111436784,
376,0.01957835257,376,0.02671562135,376,0.0732364133,376,0.0199842751,376,0.1120623872,
375,0.0201895088,375,0.02738091163,375,0.07435308397,375,0.01965215057,375,0.1130754277,
374,0.02086029574,374,0.02817928791,374,0.07531509548,374,0.01948699541,374,0.1143154204,
373,0.02173101157,373,0.0289521832,373,0.07644518465,373,0.01925941743,373,0.115468964,
372,0.02263960987,372,0.0299174618,372,0.07752564549,372,0.01907009445,372,0.1166299507,
371,0.0234687347,371,0.03084903583,371,0.07863067091,371,0.01883043349,371,0.1177064925,
370,0.024401078,370,0.03182712197,370,0.07973978668,370,0.0188395977,370,0.1188604757,
369,0.02551286854,369,0.03299601004,369,0.08077582717,369,0.01862767898,369,0.1198481992,
368,0.02664251067,368,0.03422300145,368,0.0821101442,368,0.01853438839,368,0.1208142787,
367,0.02775973082,367,0.03537637368,367,0.08324180543,367,0.01835828833,367,0.1214547604,
366,0.02904964983,366,0.03667427972,366,0.08443370461,366,0.01832224056,366,0.1219173372,
365,0.03012902476,365,0.03794880956,365,0.0855781585,365,0.01809292287,365,0.12184605,
364,0.03152767941,364,0.03941971436,364,0.08685047925,364,0.01825630851,364,0.1216649041,
363,0.03272238746,363,0.04063821211,363,0.08810585737,363,0.01808598824,363,0.1209709272,
362,0.0339874886,362,0.04196033999,362,0.08931373805,362,0.01804310828,362,0.119843632,
361,0.03525428846,361,0.04323520511,361,0.09062812477,361,0.01806429215,361,0.1184153929,
360,0.03620794415,360,0.0443488881,360,0.09195913374,360,0.01791624725,360,0.1164790243,
359,0.03746485338,359,0.04556952417,359,0.09337857366,359,0.0179026518,359,0.1142452061,
358,0.03817215189,358,0.04651572928,358,0.0946116671,358,0.01781374961,358,0.1117014065,
357,0.03897820413,357,0.0472586602,357,0.09607937932,357,0.01780131646,357,0.1089889929,
356,0.03952588141,356,0.04793405905,356,0.09711526334,356,0.01757720858,356,0.1059232652,
355,0.03984198719,355,0.04844528809,355,0.09873153269,355,0.0177037809,355,0.1033392549,
354,0.0400496982,354,0.04865023494,354,0.1001390219,354,0.01775158942,354,0.1005497724,
353,0.04030147567,353,0.0489843525,353,0.1015308499,353,0.01774970256,353,0.09787730873,
352,0.04035158083,352,0.04914175346,352,0.103084296,352,0.01776758023,352,0.09531457722,
351,0.0401968807,351,0.04897939786,351,0.1044360176,351,0.01764443889,351,0.09270150214,
350,0.03990940377,350,0.04888535291,350,0.1058603302,350,0.01780503988,350,0.09029344469,
349,0.04318159446,349,0.04994216189,349,0.1074525118,349,0.01821079291,349,0.09214987606,
348,0.0414878726,348,0.04825582355,348,0.1062127203,348,0.01761114597,348,0.08627218008,
347,0.04017313942,347,0.04945794493,347,0.1086488739,347,0.01783190109,347,0.08577620983,
346,0.04235441238,346,0.04913775623,346,0.1113123223,346,0.01823195629,346,0.08380264044,
345,0.0406322144,345,0.04909589887,345,0.1110946313,345,0.01752890833,345,0.08017685264,
344,0.041181501,344,0.04916422069,344,0.113996923,344,0.01818517596,344,0.07906723768,
343,0.04179603234,343,0.04944193363,343,0.1154430956,343,0.01784206927,343,0.07610715181,
342,0.04153939709,342,0.05025321245,342,0.1170702204,342,0.01826643199,342,0.07373256236,
341,0.04302021861,341,0.05104239658,341,0.1196726263,341,0.01821683906,341,0.07191217691,
340,0.04344057292,340,0.05177144706,340,0.1206426919,340,0.01796046458,340,0.06901270896,
339,0.04489919543,339,0.05315686762,339,0.1232177988,339,0.01848041639,339,0.06793192029,
338,0.04560925812,338,0.05404207483,338,0.1245231405,338,0.01798480004,338,0.06556918472,
337,0.04701663554,337,0.05580684915,337,0.1267201602,337,0.01795952022,337,0.06376802921,
336,0.04876890779,336,0.05770977959,336,0.128898859,336,0.01825695485,336,0.06289238483,
335,0.05031607673,335,0.05922352523,335,0.1306033731,335,0.01814663224,335,0.06137696654,
334,0.05306647345,334,0.06184708327,334,0.1330998838,334,0.01868623681,334,0.06079538912,
333,0.05517077446,333,0.06415068358,333,0.1344724298,333,0.01831046864,333,0.0600528568,
332,0.05838212743,332,0.06720564514,332,0.1368544251,332,0.01836628094,332,0.0601266697,
331,0.06086349115,331,0.069966048,331,0.1385077536,331,0.01800619625,331,0.05984821916,
330,0.06464760005,330,0.07392545789,330,0.1410759091,330,0.01815178618,330,0.06091843918,
329,0.06784841418,329,0.07720074803,329,0.1428269297,329,0.01817200333,329,0.06129820272,
328,0.07226205617,328,0.0816059038,328,0.145096004,328,0.01859574206,328,0.06313303113,
327,0.07627624273,327,0.08562233299,327,0.1470553577,327,0.0185663756,327,0.06418374926,
326,0.08027988672,326,0.08989180624,326,0.1493314207,326,0.01842688397,326,0.06561536342,
325,0.08515285701,325,0.09449925274,325,0.1515580863,325,0.01835477911,325,0.06721800566,
324,0.08911804855,324,0.09910855442,324,0.1534937322,324,0.01801871508,324,0.06876926869,
323,0.09400906414,323,0.1034442559,323,0.1557334363,323,0.01838861406,323,0.07017751783,
322,0.09806729108,322,0.1078998372,322,0.1579645127,322,0.01835361682,322,0.07125346363,
321,0.1027452573,321,0.112045534,321,0.1601964682,321,0.01840279251,321,0.07179730386,
320,0.1063552275,320,0.1163453087,320,0.1624115109,320,0.01859903894,320,0.07232045382,
319,0.1102376506,319,0.1200134754,319,0.1648994982,319,0.01869166829,319,0.07225667685,
318,0.1128039435,318,0.1228956953,318,0.1669885069,318,0.01821724512,318,0.0717683807,
317,0.1156150475,317,0.1254442185,317,0.1693077385,317,0.01824456453,317,0.07112378627,
316,0.1170579493,316,0.127076447,316,0.1713559479,316,0.01825989783,316,0.07046401501,
315,0.1183272004,315,0.1286237091,315,0.1738030314,315,0.01861711405,315,0.06971429288,
314,0.1189781502,314,0.1285851896,314,0.1760731488,314,0.01863432676,314,0.06859646738,
313,0.1182262897,313,0.1287276596,313,0.1784784049,313,0.01855589263,313,0.0678647235,
312,0.117724888,312,0.1283498853,312,0.1806977987,312,0.01863789372,312,0.06687717885,
311,0.1164791211,311,0.1272199899,311,0.1830454022,311,0.01855791919,311,0.06625701487,
310,0.1154875383,310,0.1259823591,310,0.1858410239,310,0.01898692921,310,0.06585749984,
309,0.1134936213,309,0.1243460402,309,0.1879065484,309,0.01882140525,309,0.06490939856,
308,0.1124637425,308,0.1234212667,308,0.1907160282,308,0.01896935143,308,0.06448622048,
307,0.110881187,307,0.1220259294,307,0.1934951693,307,0.01923216879,307,0.06350182742,
306,0.109736152,306,0.1208775342,306,0.1965025216,306,0.01937982254,306,0.06280493736,
305,0.1078623384,305,0.1194390133,305,0.1988781691,305,0.01928128116,305,0.0616016835,
304,0.1069956422,304,0.1188344061,304,0.2020883262,304,0.01961380057,304,0.06060290337,
303,0.105619669,303,0.1176310331,303,0.2051464915,303,0.01980398409,303,0.05956537649,
302,0.1048374698,302,0.1167765558,302,0.208922416,302,0.02040940896,302,0.05845989287,
301,0.1038799062,301,0.1161358282,301,0.2127244174,301,0.02077442594,301,0.0573147051,
300,0.1031968519,300,0.1155881584,300,0.2166147977,300,0.02102263272,300,0.05609291047,
299,0.1023066118,299,0.1150197163,299,0.220765844,299,0.02130654268,299,0.05503200367,
298,0.1016909927,298,0.1144209206,298,0.2251733691,298,0.02168649249,298,0.05405075103,
297,0.1011676639,297,0.1143325344,297,0.2303744107,297,0.02214233205,297,0.05304035544,
296,0.1011700183,296,0.1146340221,296,0.2360468507,296,0.02277132124,296,0.05252769589,
295,0.1019036323,295,0.1152782366,295,0.2424294353,295,0.02377535589,295,0.0520285964,
294,0.1017581671,294,0.1156627834,294,0.2489384562,294,0.02415952645,294,0.05127342045,
293,0.1030337214,293,0.1167386547,293,0.2557981014,293,0.02480471134,293,0.0510382615,
292,0.1033564955,292,0.1177171469,292,0.2626207471,292,0.02539961413,292,0.05032918602,
291,0.105404608,291,0.1195025742,291,0.2702628076,291,0.02619773522,291,0.05045985803,
290,0.1068791226,290,0.1215299219,290,0.2768083215,290,0.02686314285,290,0.04991297796,
289,0.1099104583,289,0.124480553,289,0.2841898501,289,0.02823406458,289,0.05004070699,
288,0.1124529466,288,0.1273523718,288,0.2899595797,288,0.02882052027,288,0.04956488311,
287,0.1161178052,287,0.1310343593,287,0.2952431738,287,0.02958114631,287,0.04920588061,
286,0.1198784932,286,0.1352707893,286,0.2995570004,286,0.03052546829,286,0.0491832681,
285,0.1242947206,285,0.140133366,285,0.3035326898,285,0.03168330714,285,0.04920051619,
284,0.1296775043,284,0.1451551914,284,0.3067454994,284,0.03275702894,284,0.0492096208,
283,0.1349452734,283,0.1510832459,283,0.3091967404,283,0.03423047811,283,0.04918813705,
282,0.1416588128,282,0.1576458365,282,0.3116802573,282,0.03590099886,282,0.04954849184,
281,0.1477373242,281,0.1643251032,281,0.3129370213,281,0.03738173097,281,0.0495144017,
280,0.155710727,280,0.1717539579,280,0.3140946627,280,0.03949974105,280,0.04977634177,
279,0.1629296541,279,0.1799746007,279,0.3143360317,279,0.04157494754,279,0.04995644838,
278,0.1720407307,278,0.1889140308,278,0.3146328032,278,0.04422448203,278,0.05055509135,
277,0.1811062694,277,0.1982972473,277,0.3139277399,277,0.04694856703,277,0.05068947002,
276,0.1916294247,276,0.2090549022,276,0.3135116696,276,0.05065156519,276,0.05138019472,
275,0.2031016797,275,0.2204753757,275,0.3125985861,275,0.05435510725,275,0.05150652304,
274,0.2145559788,274,0.2322933227,274,0.3113592565,274,0.05822850391,274,0.05214229971,
273,0.2270564586,273,0.2448477447,273,0.309969604,273,0.06248420104,273,0.05226230994,
272,0.2400510162,272,0.2578433156,272,0.3088850677,272,0.06701860577,272,0.05306454375,
271,0.2532823384,271,0.2714542449,271,0.307723403,271,0.07167610526,271,0.0539373979,
270,0.2662588358,270,0.2846841812,270,0.307331264,270,0.07682783902,270,0.0553333126,
269,0.2782818377,269,0.2963857055,269,0.3067508936,269,0.08155527711,269,0.05682819709,
268,0.2885002196,268,0.3069057167,268,0.3065744042,268,0.08616238087,268,0.05922260508,
267,0.2969211042,267,0.3153719306,267,0.3071162403,267,0.09101633728,267,0.06240813434,
266,0.302726984,266,0.3213160932,266,0.3076529205,266,0.09551021457,266,0.0670498684,
265,0.3069612384,265,0.3256280422,265,0.3089388311,265,0.09995491058,265,0.07333812118,
264,0.3094212711,264,0.3283755779,264,0.3104915917,264,0.1045593992,264,0.08236062527,
263,0.3106825054,263,0.3297043145,263,0.3126209676,263,0.108674176,263,0.09472636133,
262,0.3105970323,262,0.3297143579,262,0.3148709536,262,0.1125300154,262,0.1112225279,
261,0.3102278411,261,0.3291369379,261,0.3172111511,261,0.1160907447,261,0.1329381764,
260,0.309227556,260,0.3286612034,260,0.3201381564,260,0.1195456609,260,0.1596227288,
259,0.3086431623,259,0.3278162181,259,0.324079752,259,0.1232015416,259,0.1921915114,
258,0.3072535992,258,0.3267830312,258,0.3281971514,258,0.126753673,258,0.2264292091,
257,0.3058962226,257,0.3254006505,257,0.3332561553,257,0.1300652325,257,0.2564683855,
256,0.3046630621,256,0.3244066834,256,0.3385980129,256,0.1329387724,256,0.2730922997,
255,0.3027644753,255,0.3226890564,255,0.3440509737,255,0.1350731403,255,0.2755478621,
254,0.3020347059,254,0.3221926689,254,0.3502511382,254,0.1368184537,254,0.2727366686,
253,0.3021325767,253,0.3228085339,253,0.3574041724,253,0.1386682391,253,0.2717351317,
252,0.3041871786,252,0.3246464133,252,0.3652976751,252,0.1400852799,252,0.2738209367,
251,0.3071377277,251,0.3277909756,251,0.3744632304,251,0.1412655413,251,0.2773253024,
250,0.3113244474,250,0.3319514692,250,0.3845073879,250,0.1417934895,250,0.2822037339,
249,0.3159548342,249,0.3369061053,249,0.3955303431,249,0.1416615844,249,0.2852222025,
248,0.3216741979,248,0.3427846134,248,0.4075376093,248,0.1409913003,248,0.2842327356,
247,0.3275540769,247,0.3488776684,247,0.4203701317,247,0.1399359256,247,0.2776891887,
246,0.3340924084,246,0.3557248116,246,0.4343907833,246,0.1387002617,246,0.2673826516,
245,0.3416271508,245,0.3631365597,245,0.4496810436,245,0.1370651275,245,0.2554240227,
244,0.3491663635,244,0.3709352314,244,0.4653725624,244,0.135595873,244,0.2442756295,
243,0.3573983014,243,0.3792704642,243,0.4817430675,243,0.1334363371,243,0.2342921942,
242,0.365245074,242,0.3876330554,242,0.4986331165,242,0.1310113519,242,0.2261540443,
241,0.3739396036,241,0.3965257108,241,0.5155318975,241,0.1287948638,241,0.2200326622,
240,0.3820768595,240,0.4050566256,240,0.5327771902,240,0.1264642626,240,0.2143169343,
239,0.3903770745,239,0.4134985209,239,0.5504371524,239,0.1246577725,239,0.2093695253,
238,0.3980440199,238,0.4214448631,238,0.5681834817,238,0.1229420751,238,0.2035855353,
237,0.4062986672,237,0.4300428331,237,0.5869528055,237,0.1223029643,237,0.2000593096,
236,0.4152258039,236,0.4395920336,236,0.6058126092,236,0.1223570034,236,0.1975056529,
235,0.4260145128,235,0.4506522715,235,0.6258665323,235,0.1237609014,235,0.1982713342,
234,0.4384319782,234,0.4637101293,234,0.64659518,234,0.1266079992,234,0.2017998844,
233,0.4532864392,233,0.4791312218,233,0.6690941453,233,0.1312508285,233,0.2089289576,
232,0.470320493,232,0.4963722825,232,0.6923827529,232,0.1378047317,232,0.218288213,
231,0.4886659384,231,0.5153352618,231,0.7162956595,231,0.1456160694,231,0.2293503135,
230,0.5072574019,230,0.5346179008,230,0.7400753498,230,0.1532471627,230,0.2406952977,
229,0.5258082151,229,0.5539813042,229,0.7634981275,229,0.1616118103,229,0.2518348396,
228,0.5434787869,228,0.5724409223,228,0.786018014,228,0.1697508544,228,0.2623318434,
227,0.5613102913,227,0.5909438133,227,0.8092518449,227,0.1785954982,227,0.2723635733,
226,0.578589499,226,0.6087844372,226,0.8322936893,226,0.187923342,226,0.2828796804,
225,0.5950510502,225,0.6262449026,225,0.8554798961,225,0.1975160539,225,0.2925462723,
224,0.6101158261,224,0.6420689225,224,0.8786351085,224,0.2063419074,224,0.3015632629,
223,0.6240774393,223,0.6571365595,223,0.9028447866,223,0.2154400796,223,0.3096657991,
222,0.6365702748,222,0.670388341,222,0.9265680313,222,0.2233727574,222,0.3178217411,
221,0.6476971507,221,0.6828151941,221,0.9519662261,221,0.231867075,221,0.3250114322,
220,0.6575764418,220,0.6940410733,220,0.9783751369,220,0.2410274595,220,0.3326047063,
219,0.666292727,219,0.7036015391,219,1.006678581,219,0.2506582141,219,0.3395356238,
218,0.6739223599,218,0.7127745152,218,1.037573934,218,0.262265414,218,0.3464105129,
217,0.6808816195,217,0.7209286094,217,1.0702703,217,0.2765520811,217,0.352920711,
216,0.6874467134,216,0.7292569876,216,1.106563687,216,0.2947031856,216,0.3593928814,
215,0.6933584213,215,0.736803472,215,1.14527142,215,0.3159997761,215,0.3659557402,
214,0.6991025805,214,0.7441990972,214,1.188490033,214,0.3409539461,214,0.3737969697,
213,0.7032881975,213,0.7496443391,213,1.233135939,213,0.3653497398,213,0.3836906254,
212,0.705275476,212,0.7532849908,212,1.280381203,212,0.3868210912,212,0.3963213563,
211,0.7037624121,211,0.7537187338,211,1.32877183,211,0.4019254148,211,0.4122731984,
210,0.6980637908,210,0.7501718402,210,1.376713395,210,0.409776032,210,0.4319724739,
209,0.6900997162,209,0.7435646653,209,1.424118638,209,0.4119479656,209,0.4559857249,
208,0.6785045862,208,0.7339049578,208,1.468207002,208,0.4088296294,208,0.4835245609,
207,0.6650239825,207,0.7226301432,207,1.507208347,207,0.4026821554,207,0.5142606497,
206,0.6496944427,206,0.7084867954,206,1.542754412,206,0.3934566081,206,0.5465856791,
205,0.6324823499,205,0.6936255693,205,1.569581509,205,0.3822103143,205,0.577369988,
204,0.6154338717,204,0.6782975793,204,1.590408564,204,0.3692264259,204,0.6035817266,
