RB,,lig,,jug,,PN,,blank,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
520,0.2809170783,520,0.002755092224,520,0.01721729152,520,0.005340463948,520,0.00151032547,
519,0.2800460756,519,0.002772025531,519,0.01730776764,519,0.00534001831,519,0.001453571371,
518,0.2799114287,518,0.002804904012,518,0.01730410382,518,0.005296832416,518,0.001470505842,
517,0.2803446352,517,0.002875984414,517,0.01739882864,517,0.005339887459,517,0.001430066652,
516,0.2808399796,516,0.002949656453,516,0.01748322509,516,0.005344080273,516,0.001423937385,
515,0.2812825143,515,0.003008326981,515,0.01759494469,515,0.005391831044,515,0.001482973457,
514,0.2813308537,514,0.003096594941,514,0.01766703278,514,0.005369422492,514,0.001507650013,
513,0.2806638181,513,0.003097481327,513,0.01775552705,513,0.005372724961,513,0.001500065089,
512,0.279240638,512,0.003247677814,512,0.01788981259,512,0.005468185525,512,0.001511312556,
511,0.2767377198,511,0.0032884432,511,0.01806140319,511,0.00546346698,511,0.001543628168,
510,0.2729845047,510,0.003280122764,510,0.01806083694,510,0.005434738006,510,0.001465389039,
509,0.2680952549,509,0.00337063754,509,0.01812789962,509,0.005387663841,509,0.001471207128,
508,0.2619851828,508,0.003414988751,508,0.01821476035,508,0.005468395539,508,0.001481259125,
507,0.254698962,507,0.003447263734,507,0.01825398579,507,0.00536478404,507,0.00137851655,
506,0.2464834452,506,0.003588889493,506,0.01845867373,506,0.005475499202,506,0.001476713689,
505,0.2373535782,505,0.003689832985,505,0.01859074458,505,0.005511257332,505,0.001489597023,
504,0.2273142487,504,0.003676701337,504,0.01862470806,504,0.005453977734,504,0.001381139387,
503,0.2170056999,503,0.003782835556,503,0.01871004514,503,0.005443335511,503,0.001391604776,
502,0.2062393874,502,0.003741919296,502,0.0188218914,502,0.005437516607,502,0.001416146173,
501,0.1955404133,501,0.003893069923,501,0.0190434251,501,0.005506433547,501,0.001473986427,
500,0.1848136187,500,0.003963179421,500,0.01917389035,500,0.005554674193,500,0.001477544778,
499,0.1743619889,499,0.004024756141,499,0.01934531331,499,0.005540621001,499,0.001455623191,
498,0.1641929299,498,0.00410897145,498,0.01947697811,498,0.005541564897,498,0.00147541496,
497,0.1545186937,497,0.004199894611,497,0.01970591582,497,0.005582309794,497,0.001489622984,
496,0.1452112049,496,0.004201489035,496,0.01984568313,496,0.005519279744,496,0.001465856563,
495,0.1364828795,495,0.004272928927,495,0.02003599517,495,0.005522268359,495,0.001395785832,
494,0.1284160614,494,0.004349766765,494,0.02030325495,494,0.005615297239,494,0.001490532071,
493,0.1209807396,493,0.004425833467,493,0.0205111634,493,0.005557977594,493,0.001427287702,
492,0.1140814722,492,0.004515018314,492,0.02079571597,492,0.005554805044,492,0.001430949662,
491,0.1077644899,491,0.004587582313,491,0.02104662545,491,0.005585089326,491,0.001444662805,
490,0.1020546183,490,0.004621827975,490,0.02123814262,490,0.005578848999,490,0.001483934582,
489,0.09689126909,489,0.004758865107,489,0.02150516585,489,0.005628828425,489,0.001469025388,
488,0.09214039892,488,0.004839479923,488,0.02182659879,488,0.005689304322,488,0.001460246393,
487,0.08798740804,487,0.004911679309,487,0.02211468294,487,0.005670420825,487,0.001494350494,
486,0.0842057243,486,0.004982921761,486,0.0224139709,486,0.005647211336,486,0.001476090285,
485,0.08081735671,485,0.005093016196,485,0.0226570908,485,0.005711833946,485,0.001490012626,
484,0.0778118521,484,0.005170654505,484,0.02299141325,484,0.005802201107,484,0.001505727763,
483,0.07512594014,483,0.005293033086,483,0.0232915245,483,0.005805113353,483,0.001543628168,
482,0.07257654518,482,0.005345521495,482,0.0235989783,482,0.005858477205,482,0.001548641943,
481,0.07025949657,481,0.005385069177,481,0.02390615642,481,0.00588064827,481,0.001511962037,
480,0.06810242683,480,0.005521927495,480,0.02414931729,480,0.005884820595,480,0.001536510186,
479,0.06604533643,479,0.005602448247,479,0.02448366955,479,0.00591258239,479,0.001497597317,
478,0.06415323168,478,0.0057097096,478,0.02485415712,478,0.006079479586,478,0.001609279891,
477,0.06219835207,477,0.005748372059,477,0.02520252205,477,0.006129568908,477,0.001583116711,
476,0.06022350863,476,0.005884662736,476,0.02552036196,476,0.006202062126,476,0.001610475127,
475,0.05834970623,475,0.006000025198,475,0.02588692866,475,0.00631924253,475,0.001610501087,
474,0.05641214177,474,0.00610888144,474,0.02633168735,474,0.006531177089,474,0.001690091682,
473,0.05447176844,473,0.006212696899,473,0.02665509097,473,0.006700940896,473,0.001638095011,
472,0.05238272995,472,0.006273306906,472,0.02698300406,472,0.006888838951,472,0.00162936456,
471,0.0503994748,471,0.006389376707,471,0.02744096518,471,0.007109182421,471,0.001622556942,
470,0.04839169234,470,0.00651916815,470,0.02781616524,470,0.007380398456,470,0.001623986056,
469,0.04642636329,469,0.006589465775,469,0.02825751901,469,0.007715888321,469,0.001628585043,
468,0.04444780946,468,0.00669297576,468,0.02865869924,468,0.008144102059,468,0.001738455961,
467,0.04259285331,467,0.00681780884,467,0.02908837236,467,0.008604343049,467,0.001707217307,
466,0.04063317925,466,0.00687739905,466,0.02947699465,466,0.009116802365,466,0.001651788596,
465,0.03895778954,465,0.007009993307,465,0.02993559837,465,0.009780169465,465,0.001635730499,
464,0.03732423484,464,0.007181234192,464,0.03037344851,464,0.0105136577,464,0.001739547588,
463,0.0358248651,463,0.007280936465,463,0.03086607344,463,0.01138365082,463,0.00173479144,
462,0.03438531235,462,0.007390351035,462,0.03126661107,462,0.0123999184,462,0.00180000416,
461,0.03305340931,461,0.007483359426,461,0.0317357704,461,0.01352446806,461,0.00172917766,
460,0.03192308918,460,0.007639006246,460,0.03215517476,460,0.01478679292,460,0.001763484906,
459,0.03073516116,459,0.007705980912,459,0.03257124498,459,0.01618752442,459,0.001789035043,
458,0.02982382104,458,0.00784826465,458,0.03297265992,458,0.01786709949,458,0.001801667735,
457,0.02898361906,457,0.007996580563,457,0.03339155763,457,0.01967073046,457,0.001841595746,
456,0.02819978446,456,0.008141992614,456,0.03380780667,456,0.02162791044,456,0.001898088609,
455,0.02743470483,455,0.008241809905,455,0.03412618861,455,0.02370506525,455,0.001825998421,
454,0.02691970952,454,0.008345397189,454,0.03450572491,454,0.02613865212,454,0.001855555805,
453,0.02628331073,453,0.008465560153,453,0.03481973708,453,0.02865759283,453,0.001823970815,
452,0.02580807917,452,0.008669988252,452,0.03521498293,452,0.0314582102,452,0.001926922938,
451,0.0254543703,451,0.008792749606,451,0.03558926657,451,0.03441882506,451,0.001921098679,
450,0.02510659955,450,0.008970403112,450,0.03595177829,450,0.03768436238,450,0.001939611626,
449,0.02476768568,449,0.009103029966,449,0.03617094457,449,0.04089448228,449,0.00190726656,
448,0.02453384548,448,0.009212111123,448,0.03659522161,448,0.04438687488,448,0.001961245667,
447,0.02428666316,447,0.009470595978,447,0.03690654784,447,0.0481339395,447,0.001998639666,
446,0.02405207045,446,0.009578790516,446,0.03724071756,446,0.05193622038,446,0.002029639203,
445,0.02381888777,445,0.009705991484,445,0.0375428535,445,0.05580390617,445,0.00199138443,
444,0.02360496297,444,0.009828251787,444,0.03781232983,444,0.05982819572,444,0.001993724843,
443,0.02348556742,443,0.01002134942,443,0.03819798678,443,0.06395445019,443,0.002056817757,
442,0.02330474555,442,0.01016722899,442,0.03844459355,442,0.06805697829,442,0.002043293323,
441,0.02323250845,441,0.0103879692,441,0.03883007541,441,0.07232470065,441,0.002161281882,
440,0.02297692187,440,0.01054879837,440,0.03903399035,440,0.07637693733,440,0.002106289379,
439,0.02291087806,439,0.01069795992,439,0.03940304741,439,0.08058210462,439,0.002154413844,
438,0.02269279212,438,0.01083366293,438,0.03968848661,438,0.08473070711,438,0.00213521556,
437,0.02257446386,437,0.01104831696,437,0.04003780335,437,0.0889197737,437,0.002174107358,
436,0.02246764489,436,0.01130800322,436,0.04028187692,436,0.09290251136,436,0.002219221322,
435,0.02233926766,435,0.01144902688,435,0.04060441628,435,0.09698200971,435,0.002218076494,
434,0.022161128,434,0.01158842072,434,0.04084240645,434,0.1009571478,434,0.002221719129,
433,0.02207668871,433,0.01183781587,433,0.04113425687,433,0.1049994007,433,0.002311284887,
432,0.02186816558,432,0.0120394472,432,0.04137823731,432,0.1087930799,432,0.002283830196,
431,0.02173735388,431,0.01215358172,431,0.04163101315,431,0.1126790717,431,0.0023248957,
430,0.02162124403,430,0.01240822859,430,0.04185503349,430,0.1166166365,430,0.002322995802,
429,0.02141965739,429,0.01264335681,429,0.04198797047,429,0.120531328,429,0.002342827152,
428,0.02132910863,428,0.01283088513,428,0.0421853587,428,0.1243852675,428,0.002371326555,
427,0.02107254788,427,0.01301558595,427,0.04224498197,427,0.1284007877,427,0.002355606062,
426,0.02091388591,426,0.01328664739,426,0.04240869358,426,0.1324433833,426,0.002359640319,
425,0.02065849304,425,0.01349055395,425,0.04244785383,425,0.1364464909,425,0.002392201219,
424,0.02058427967,424,0.01378048211,424,0.04263396934,424,0.1406269073,424,0.002546970965,
423,0.02026311308,423,0.01395625807,423,0.0426835455,423,0.1448324174,423,0.00246157404,
422,0.02010100521,422,0.01429438125,422,0.04279888421,422,0.1491207182,422,0.002598087071,
421,0.01979970373,421,0.01448521949,421,0.04272413254,421,0.153252542,421,0.002528067678,
420,0.01956597716,420,0.01473839954,420,0.042755723,420,0.1575713456,420,0.002539341804,
419,0.01930136234,419,0.01501994394,419,0.04276814684,419,0.1617730707,419,0.002554339822,
418,0.01902303286,418,0.01525901072,418,0.04274921119,418,0.1659058034,418,0.00257069245,
417,0.0186722111,417,0.01549558062,417,0.04275657982,417,0.1699789464,417,0.002602852648,
416,0.0184072759,416,0.01587131061,416,0.04278494418,416,0.1740055531,416,0.002689996501,
415,0.01807163097,415,0.01607202925,415,0.04282653704,415,0.1776228696,415,0.002652100055,
414,0.01774668135,414,0.01631256379,414,0.04278802872,414,0.181148231,414,0.002648063004,
413,0.0174849499,413,0.01675943285,413,0.04280628264,413,0.184496358,413,0.002642359352,
412,0.01715704612,412,0.01696239226,412,0.04277563095,412,0.1875216812,412,0.002654626267,
411,0.01693119667,411,0.01727183349,411,0.04281188175,411,0.1903294176,411,0.002754779765,
410,0.01658084989,410,0.01759839617,410,0.04274206981,410,0.1927614212,410,0.00273008435,
409,0.01621098258,409,0.01783033647,409,0.04274015501,409,0.1950028092,409,0.002795915585,
408,0.01597528346,408,0.0182090383,408,0.04274492338,408,0.1969391406,408,0.002783957403,
407,0.01570696943,407,0.01861206256,407,0.04264462367,407,0.1986818016,407,0.002784296172,
406,0.01535063609,406,0.01880488917,406,0.04242319241,406,0.2000824511,406,0.002738706768,
405,0.01519308612,405,0.01931015775,405,0.04244048893,405,0.2014074177,405,0.002795133973,
404,0.01493238006,404,0.01956492104,404,0.04228946567,404,0.2025117427,404,0.002868714277,
403,0.01466004923,403,0.01998628117,403,0.04209987074,403,0.2035178095,403,0.002931048395,
402,0.01445829589,402,0.02034584433,402,0.04197169095,402,0.2043441087,402,0.002926826477,
401,0.01430171076,401,0.02077855356,401,0.04177439958,401,0.2051980048,401,0.002978378208,
400,0.01415440999,400,0.02123433724,400,0.04160816595,400,0.2059548795,400,0.003044064622,
399,0.01388264634,399,0.02163234539,399,0.04137279838,399,0.2065559477,399,0.002995111747,
398,0.01385968924,398,0.02206881717,398,0.04126119614,398,0.2073062509,398,0.003108144738,
397,0.0135971643,397,0.02259685099,397,0.04106502607,397,0.2078929394,397,0.003078762675,
396,0.01351739094,396,0.02291314304,396,0.0407311134,396,0.2083573937,396,0.002994955285,
395,0.01337166317,395,0.02338614501,395,0.04048136249,395,0.2087895125,395,0.003136303276,
394,0.01321765874,394,0.02377016097,394,0.0403140597,394,0.2092041373,394,0.003100036411,
393,0.01325832959,393,0.02434858866,393,0.04009162635,393,0.2095362395,393,0.00322151999,
392,0.0131656779,392,0.02484771609,392,0.03992802277,392,0.209914133,392,0.003243087791,
391,0.01315748598,391,0.02538336813,391,0.03974124417,391,0.2101591676,391,0.003274854273,
390,0.01325360592,390,0.02591978945,390,0.03958712891,390,0.2104770392,390,0.003365524346,
389,0.01332831196,389,0.02642367035,389,0.0393945463,389,0.2105347365,389,0.003330542706,
388,0.01324164961,388,0.02696479671,388,0.03909964487,388,0.2107375115,388,0.003302189056,
387,0.01332460251,387,0.02748944238,387,0.03890730441,387,0.2109574229,387,0.003373872489,
386,0.01352606993,386,0.0281390734,386,0.03887072578,386,0.2113974243,386,0.003450368764,
385,0.01379282679,385,0.02881728299,385,0.03875535354,385,0.2118124366,385,0.003526722081,
384,0.01403068472,384,0.02937860228,384,0.03843647614,384,0.2122986168,384,0.003537787357,
383,0.01429946441,383,0.03003175929,383,0.03832079098,383,0.2129451632,383,0.003559318371,
382,0.01450224128,382,0.03066328913,382,0.0380798243,382,0.2138417065,382,0.003465580987,
381,0.01496040449,381,0.03135210648,381,0.03796186298,381,0.2148758471,381,0.003527087392,
380,0.0153398551,380,0.03206617758,380,0.03776869923,380,0.2162234187,380,0.003606664483,
379,0.01569411345,379,0.03272741288,379,0.03759560734,379,0.2176809609,379,0.003577248892,
378,0.01614292338,378,0.03351628035,378,0.03742786124,378,0.2194072306,378,0.003582938574,
377,0.01679927856,377,0.03436393291,377,0.03735340387,377,0.2214131653,377,0.00373223261,
376,0.01737263985,376,0.03513282537,376,0.03713820875,376,0.2234672904,376,0.003751423443,
375,0.01800508983,375,0.03589422256,375,0.03703637421,375,0.2257463038,375,0.003775184508,
374,0.01873193681,374,0.03660045937,374,0.03695719317,374,0.228122592,374,0.003775523975,
373,0.01948006451,373,0.03752527386,373,0.03685821965,373,0.230638966,373,0.003870164277,
372,0.02028879896,372,0.03828887269,372,0.03680028766,372,0.2331109196,372,0.003870503744,
371,0.02126646973,371,0.0391590707,371,0.03669686988,371,0.2356301248,371,0.003916943446,
370,0.02221070975,370,0.04000763223,370,0.03657807037,370,0.2379422933,370,0.004032646772,
369,0.02337396145,369,0.04090378433,369,0.03657629713,369,0.2401840389,369,0.004030321259,
368,0.02443232201,368,0.04189690948,368,0.03650432453,368,0.2419534475,368,0.004083493724,
367,0.02556324564,367,0.04273127392,367,0.03643813357,367,0.2432361245,367,0.003984026145,
366,0.02682103962,366,0.04379217699,366,0.03649489209,366,0.2439620048,366,0.004178043921,
365,0.02805614285,365,0.04462302104,365,0.03641975299,365,0.2438477129,365,0.004121201579,
364,0.02931282483,364,0.0456844233,364,0.03647056594,364,0.2431858629,364,0.004259100184,
363,0.03066267818,363,0.04671538994,363,0.03650891408,363,0.2413543016,363,0.004310548771,
362,0.03183060512,362,0.04753729701,362,0.03651631996,362,0.2387230992,362,0.004283960909,
361,0.03300514445,361,0.0487039201,361,0.03649224713,361,0.2349608839,361,0.00434921775,
360,0.03420594335,360,0.04973114654,360,0.03655928746,360,0.2303999662,360,0.004297267646,
359,0.03510615975,359,0.05082892254,359,0.03670822084,359,0.2254024446,359,0.004463126883,
358,0.03616303951,358,0.05181184039,358,0.0366307348,358,0.2196059078,358,0.004462106619,
357,0.03669441864,357,0.05275565386,357,0.03676729649,357,0.2133220136,357,0.004521295894,
356,0.03738125041,356,0.05390448496,356,0.03681502119,356,0.2069627643,356,0.004559957422,
355,0.03773947433,355,0.05511554703,355,0.03679639846,355,0.2004154176,355,0.004486665595,
354,0.0379762426,354,0.05607008189,354,0.03692796826,354,0.1941110194,354,0.004601918627,
353,0.03820409253,353,0.0574952513,353,0.03720537946,353,0.1879453361,353,0.004773756489,
352,0.03810302541,352,0.05855710059,352,0.03717608005,352,0.1819540113,352,0.004815791268,
351,0.03790417686,351,0.05962102115,351,0.03730840981,351,0.1761221886,351,0.004805242643,
350,0.03778860718,350,0.06080190837,350,0.03743838519,350,0.1706623584,350,0.004850264173,
349,0.03685173765,349,0.06085696816,349,0.03593032435,349,0.1631212831,349,0.00439672824,
348,0.03850418702,348,0.06392692029,348,0.03919125348,348,0.1611824185,348,0.004699748475,
347,0.03866357729,347,0.06517850608,347,0.03717229888,347,0.1544115245,347,0.005157006439,
346,0.03646834195,346,0.06506019831,346,0.0372630842,346,0.1481784135,346,0.004366395995,
345,0.03855977207,345,0.06772720069,345,0.03830948099,345,0.1446690559,345,0.004973704927,
344,0.03800918534,344,0.06861392409,344,0.037475802,344,0.1379769892,344,0.005076646805,
343,0.03791248426,343,0.06984901428,343,0.03828539327,343,0.133145079,343,0.004777918104,
342,0.03852260113,342,0.07185725868,342,0.03828409314,342,0.1280016452,342,0.005009945482,
341,0.03926273808,341,0.07321919501,341,0.03836442158,341,0.1225012615,341,0.005310851615,
340,0.03923644498,340,0.07449813932,340,0.03870495036,340,0.1177381277,340,0.005069601815,
339,0.0408940278,339,0.07617735863,339,0.03874440119,339,0.1129347309,339,0.005271677859,
338,0.04213888943,338,0.0779042989,338,0.03907502815,338,0.1083743051,338,0.005258420017,
337,0.04365548119,337,0.07972317934,337,0.03919105604,337,0.1044537947,337,0.005410702433,
336,0.04504237324,336,0.08107030392,336,0.03938836604,336,0.1011156738,336,0.005222132429,
335,0.04683575407,335,0.08277981728,335,0.03917408735,335,0.09806738794,335,0.005263057537,
334,0.04948831722,334,0.08449470997,334,0.03980186954,334,0.0965692848,334,0.005229468457,
333,0.05173962936,333,0.08608622104,333,0.03936175257,333,0.09487583488,333,0.005228289403,
332,0.05439415574,332,0.08778499067,332,0.03981520236,332,0.09435852617,332,0.005625392776,
331,0.05762866139,331,0.08944243938,331,0.04033135623,331,0.09460011125,331,0.005426953081,
330,0.06077463552,330,0.0911533311,330,0.04049261287,330,0.09575524926,330,0.005794619676,
329,0.06460990012,329,0.0931160152,329,0.04084789753,329,0.0976357758,329,0.005908200052,
328,0.06864530593,328,0.09472285211,328,0.04080947861,328,0.09993034601,328,0.005973911379,
327,0.07262880355,327,0.09639430791,327,0.04085779563,327,0.1027978957,327,0.006018765271,
326,0.07674887776,326,0.09805437922,326,0.04110483453,326,0.1061557308,326,0.005787746515,
325,0.0814519003,325,0.09996765107,325,0.04129658267,325,0.1090888828,325,0.005993280094,
324,0.08597062528,324,0.1021350399,324,0.04154056683,324,0.1125797629,324,0.006192399189,
323,0.090577133,323,0.103766121,323,0.04165696725,323,0.1152398586,323,0.006033647805,
322,0.09491677582,322,0.105367519,322,0.04174974933,322,0.1172523126,322,0.006180058233,
321,0.09929800779,321,0.1073122695,321,0.04189026728,321,0.1184175983,321,0.006432592403,
320,0.1031701267,320,0.108972393,320,0.04201081023,320,0.1186769977,320,0.006423791405,
319,0.1072328985,319,0.1109469533,319,0.04271601886,319,0.1188599616,319,0.006665532012,
318,0.1094306782,318,0.1125992239,318,0.04231916741,318,0.1167831272,318,0.006219445728,
317,0.112319693,317,0.1144128069,317,0.04304494336,317,0.115396671,317,0.006621793844,
316,0.1136042997,316,0.116251722,316,0.0429444015,316,0.1131377593,316,0.006538613699,
315,0.1149854064,315,0.1182643548,315,0.04310434312,315,0.11094632,315,0.006736852694,
314,0.1151633188,314,0.1200828925,314,0.04313796386,314,0.108698912,314,0.006592987571,
313,0.1152678058,313,0.1220487282,313,0.04387478903,313,0.1067307517,313,0.007095526438,
312,0.1143944785,312,0.1238687932,312,0.04363178089,312,0.1043288335,312,0.006987500936,
311,0.1135793477,311,0.1261147261,311,0.04442162812,311,0.1029352173,311,0.007577257231,
310,0.1118799523,310,0.1277932078,310,0.04410899431,310,0.1004201174,310,0.007284411229,
309,0.1101936474,309,0.1299448311,309,0.04444184527,309,0.0987239629,309,0.007389824372,
308,0.1089512035,308,0.1321414858,308,0.04497360438,308,0.09705864638,308,0.007809256669,
307,0.1072760075,307,0.1342474669,307,0.04496123269,307,0.09489416331,307,0.007767142262,
306,0.1064236462,306,0.1365956068,306,0.045510564,306,0.09254018962,306,0.00795455277,
305,0.1047549322,305,0.1390576363,305,0.04592429847,305,0.08978451788,305,0.008253813721,
304,0.1036209166,304,0.1414028257,304,0.04633324221,304,0.08679846674,304,0.008311938494,
303,0.102158688,303,0.1442227811,303,0.04674758762,303,0.0838559866,303,0.00855206605,
302,0.1012583449,302,0.1467740983,302,0.04698516801,302,0.08039070666,302,0.008777006529,
301,0.1001996621,301,0.1501388699,301,0.04764084518,301,0.07745574415,301,0.009224195033,
300,0.09975462407,300,0.1533263028,300,0.04820517451,300,0.07435726374,300,0.00957063958,
299,0.09895901382,299,0.157139942,299,0.04881212115,299,0.07126557082,299,0.00973484572,
298,0.09832561761,298,0.1607349068,298,0.04943250492,298,0.06842400879,298,0.0101622995,
297,0.09795413911,297,0.1650324613,297,0.05028335005,297,0.06570060551,297,0.01063434128,
296,0.09781990945,296,0.1698497832,296,0.05110467598,296,0.06340032816,296,0.01119725127,
295,0.09765159339,295,0.1749002039,295,0.05140056089,295,0.06075671315,295,0.01123988535,
294,0.09830607474,294,0.1809896231,294,0.05295460671,294,0.05917976797,294,0.01211711299,
293,0.09897956252,293,0.1866566092,293,0.05346437171,293,0.05700337142,293,0.01263221726,
292,0.1001599878,292,0.1930642575,292,0.05456626788,292,0.05569183081,292,0.01326873805,
291,0.1014254913,291,0.1989959627,291,0.05530158803,291,0.05348896608,291,0.01355242915,
290,0.103581056,290,0.2053528279,290,0.0567589514,290,0.05219811201,290,0.01443271153,
289,0.1058140248,289,0.2110736072,289,0.05754557624,289,0.05066576228,289,0.01489632018,
288,0.1086371765,288,0.2165543586,288,0.05866043642,288,0.04931440949,288,0.01553713623,
287,0.1125221327,287,0.2212222666,287,0.06019368395,287,0.04812222719,287,0.01610654965,
286,0.1162488088,286,0.2249225378,286,0.06101164222,286,0.04681530967,286,0.01664055698,
285,0.1210777164,285,0.2279832512,285,0.06277678907,285,0.04593842477,285,0.01731886715,
284,0.1255424023,284,0.2303699702,284,0.0636670664,284,0.04472894967,284,0.01725850068,
283,0.1314090341,283,0.2324068248,283,0.06576240808,283,0.04433549941,283,0.01802392304,
282,0.1373339891,282,0.2341283113,282,0.06725173444,282,0.04363781959,282,0.01826195046,
281,0.1444338411,281,0.2352444977,281,0.06963190436,281,0.04378120974,281,0.01893887669,
280,0.1512295604,280,0.2358573973,280,0.07145979255,280,0.0432324037,280,0.01886690408,
279,0.1594816595,279,0.2361932248,279,0.07462626696,279,0.04383452609,279,0.01960269734,
278,0.16814363,278,0.2354748994,278,0.07712747157,278,0.04346214235,278,0.01931922324,
277,0.1774525493,277,0.2351246476,277,0.08093202114,277,0.04423448443,277,0.0197662171,
276,0.1878483742,276,0.2339540571,276,0.08464683592,276,0.04460557923,276,0.01974107698,
275,0.1990133077,275,0.2329173386,275,0.08942644298,275,0.0452552326,275,0.02030767687,
274,0.2113431692,274,0.2317426801,274,0.09462492913,274,0.04597330093,274,0.02061742172,
273,0.2236759812,273,0.2305507064,273,0.09978423268,273,0.04660739377,273,0.02109521069,
272,0.2373428047,272,0.229326874,272,0.1054396555,272,0.04765280336,272,0.02131306753,
271,0.2502781153,271,0.2283077091,271,0.1107715964,271,0.04886788502,271,0.02177801356,
270,0.2638777196,270,0.2276664376,270,0.1169975251,270,0.051139649,270,0.02235624567,
269,0.275581181,269,0.2272655815,269,0.1226001531,269,0.05382955447,269,0.02337224036,
268,0.286729455,268,0.2275343686,268,0.1291757077,268,0.05869424716,268,0.02454198152,
267,0.2954981923,267,0.2281886488,267,0.1350680888,267,0.06470859051,267,0.02613455616,
266,0.3021746576,266,0.2291169018,266,0.1407795101,266,0.07341015339,266,0.02772187255,
265,0.3065927327,265,0.2307028025,265,0.1462918669,265,0.08565846086,265,0.02945441753,
264,0.3093774915,264,0.2324011326,264,0.1520943046,264,0.1037065983,264,0.0315060243,
263,0.3110246956,263,0.2347615957,263,0.1575504392,263,0.12914671,263,0.03337403014,
262,0.3119762242,262,0.2376013994,262,0.163369745,262,0.1652296335,262,0.03582877293,
261,0.3125197291,261,0.2410078347,261,0.1689484268,261,0.2118393779,261,0.03838237748,
260,0.3126437366,260,0.2449081987,260,0.1740830094,260,0.2698750496,260,0.04123742878,
259,0.3125299215,259,0.2489347309,259,0.1785967499,259,0.3389775753,259,0.04349693656,
258,0.3122780025,258,0.2538374066,258,0.1833697706,258,0.4147136509,258,0.04658295587,
257,0.3113039434,257,0.2585392892,257,0.1878213733,257,0.4804116488,257,0.04877029732,
256,0.3107011318,256,0.2641889155,256,0.192226246,256,0.5165928006,256,0.05153013021,
255,0.3104635775,255,0.2701305747,255,0.1963420808,255,0.5208957195,255,0.05396653339,
254,0.3107199669,254,0.27669245,254,0.1999592483,254,0.5137892365,254,0.05655135214,
253,0.3121782243,253,0.2839432061,253,0.2031349838,253,0.5102683306,253,0.05880093202,
252,0.3145050704,252,0.2914682031,252,0.2053994685,252,0.5128298402,252,0.06064805388,
251,0.3182471693,251,0.2997341752,251,0.2076223344,251,0.5198385715,251,0.06220337376,
250,0.3225544691,250,0.3087145686,250,0.2088168114,250,0.5292661786,250,0.06369976699,
249,0.3283641636,249,0.3186500072,249,0.2101332545,249,0.5365520716,249,0.06515306234,
248,0.3342913389,248,0.3294685185,248,0.2103010118,248,0.5333599448,248,0.06602110714,
247,0.3411811888,247,0.3410885334,247,0.210629791,247,0.5184063315,247,0.06711687893,
246,0.3481135666,246,0.3537487388,246,0.2099807113,246,0.4944762588,246,0.06753820926,
245,0.3554146886,245,0.3665323555,245,0.2091181129,245,0.467485249,245,0.06794593483,
244,0.3631405532,244,0.3802673817,244,0.2076047957,244,0.4416090846,244,0.06779494137,
243,0.3710904717,243,0.3942088783,243,0.2061334401,243,0.4195139408,243,0.06769292057,
242,0.3795087039,242,0.4082607627,242,0.2046188116,242,0.4010696411,242,0.06742110103,
241,0.3878180981,241,0.4229099154,241,0.2034312934,241,0.386796385,241,0.06746962667,
240,0.3958934844,240,0.4371872842,240,0.2025177181,240,0.3735183775,240,0.0670049265,
239,0.4039239585,239,0.4521532059,239,0.2024998963,239,0.3604809046,239,0.06699991226,
238,0.4114999473,238,0.4665891826,238,0.2041177899,238,0.3474239409,238,0.06701461971,
237,0.4190319777,237,0.4816392362,237,0.2080370933,237,0.3353993297,237,0.06766478717,
236,0.4279934168,236,0.4969486296,236,0.216103375,236,0.3265689909,236,0.06919190288,
235,0.4382723272,235,0.5132359266,235,0.2282770574,235,0.3221663237,235,0.07203285396,
234,0.4507478476,234,0.5301232338,234,0.2455642521,234,0.3231162429,234,0.07615996152,
233,0.464509517,233,0.5483618975,233,0.2650564909,233,0.3290249407,233,0.08167091757,
232,0.4804078937,232,0.5670763254,232,0.2852596641,232,0.3384965062,232,0.08806457371,
231,0.497546047,231,0.5864439011,231,0.3038788438,231,0.3499623537,231,0.09551356733,
230,0.5147644281,230,0.6051689386,230,0.3212116659,230,0.3619346321,230,0.1026544869,
229,0.5316827297,229,0.6237013936,229,0.3381263912,229,0.3725853562,229,0.1096478403,
228,0.548682034,228,0.6420246363,228,0.3561623693,228,0.3832711875,228,0.1173572019,
227,0.5646907091,227,0.6602468491,227,0.3736287653,227,0.3925499916,227,0.124716036,
226,0.5803576112,226,0.6789267659,226,0.389203757,226,0.4018287659,226,0.1324703544,
225,0.5948870182,225,0.6971962452,225,0.40124771,225,0.4098524153,225,0.1395355016,
224,0.6087828279,224,0.7163710594,224,0.410949409,224,0.4176820517,224,0.1466049254,
223,0.6208103895,223,0.7344542742,223,0.4178706408,223,0.4237062931,223,0.1521304548,
222,0.631844759,222,0.7541964054,222,0.423966676,222,0.4306017458,222,0.1577547789,
221,0.6414740086,221,0.7735802531,221,0.4279149175,221,0.4372831881,221,0.1620905399,
220,0.6498298049,220,0.7948784828,220,0.4313600957,220,0.4451022744,220,0.1661536247,
219,0.6570206881,219,0.8176723719,219,0.4347050488,219,0.4532953203,219,0.1694791764,
218,0.6633537412,218,0.8423455954,218,0.4393297136,218,0.4617714286,218,0.1718639582,
